Age,Income,Membership,Tenure,TotalSpend,TotalTransactions,AvgOrderValue,PurchaseFrequency,Customer_Segment,Segment
53,36812,,3.1,1233.72,18,68.54,5.8,2,2
69,78046,,6.4,7852.95,63,124.65,9.8,2,2
71,51000,,3.1,784.8,15,52.32,4.8,2,2
45,150166,,2.0,9732.85,37,263.05,18.5,0,0
56,33365,,0.3,52.42,1,52.42,3.3,2,2
61,49201,,0.7,50.11,1,50.11,1.4,2,2
21,81397,,5.5,2897.28,32,90.54,5.8,1,1
27,55488,,0.8,140.4,2,70.2,2.5,1,1
23,28609,,3.9,1362.06,21,64.86,5.4,1,1
74,107201,,0.9,196.42,2,98.21,2.2,0,0
47,80023,,1.3,327.36,4,81.84,3.1,2,2
71,35388,,3.2,333.72,6,55.62,1.9,2,2
63,53221,,0.5,72.54,1,72.54,2.0,2,2
52,219839,,4.7,35583.68,121,294.08,25.7,0,0
66,47705,,2.7,1242.5,25,49.7,9.3,2,2
60,43026,,2.5,1630.44,21,77.64,8.4,2,2
27,55544,,2.4,357.65,5,71.53,2.1,1,1
75,39008,,0.4,71.54,1,71.54,2.5,2,2
70,66382,,1.1,1908.96,16,119.31,14.5,2,2
49,153586,,2.1,9190.74,39,235.66,18.6,0,0
59,97918,,5.3,6839.56,52,131.53,9.8,0,0
59,38713,,4.3,857.34,18,47.63,4.2,2,2
20,64078,,6.0,1080.96,12,90.08,2.0,1,1
73,29289,,5.3,1328.25,23,57.75,4.3,2,2
43,47935,,1.2,358.8,6,59.8,5.0,1,1
32,90862,,3.4,9016.97,59,152.83,17.4,1,1
34,51364,,3.4,402.36,7,57.48,2.1,1,1
44,47383,,4.3,408.2,5,81.64,1.2,1,1
35,31982,,0.6,58.36,1,58.36,1.7,1,1
68,34913,,5.1,216.1,5,43.22,1.0,2,2
36,54903,,1.9,897.6,11,81.6,5.8,1,1
29,79904,,6.0,4154.85,45,92.33,7.5,1,1
41,25591,,6.0,187.71,3,62.57,0.5,1,1
22,36470,,1.4,192.96,4,48.24,2.9,1,1
41,32679,,6.0,1037.25,15,69.15,2.5,1,1
44,107311,,2.3,442.6,5,88.52,2.2,0,0
65,37609,,1.6,508.97,7,72.71,4.4,2,2
47,50105,,2.7,692.88,12,57.74,4.4,2,2
32,31844,,1.0,67.39,1,67.39,1.0,1,1
64,62908,,3.5,3572.8,32,111.65,9.1,2,2
55,83979,,1.3,545.46,6,90.91,4.6,2,2
61,52413,,5.9,2057.16,28,73.47,4.7,2,2
51,246403,,6.4,58716.0,112,524.25,17.5,0,0
44,74539,,0.9,2086.28,14,149.02,15.6,1,1
37,64555,,1.5,798.36,12,66.53,8.0,1,1
58,38602,,4.2,348.15,5,69.63,1.2,2,2
49,73031,,5.0,6246.4,64,97.6,12.8,2,2
21,40232,,4.5,992.37,19,52.23,4.2,1,1
22,74301,,1.1,241.98,3,80.66,2.7,1,1
70,131069,,1.9,15315.44,56,273.49,29.5,0,0
75,47637,,4.9,510.75,9,56.75,1.8,2,2
25,77159,,1.3,1787.14,19,94.06,14.6,1,1
39,58206,,0.3,66.43,1,66.43,3.3,1,1
59,54254,,0.8,152.88,2,76.44,2.5,2,2
24,46741,,3.5,233.0,4,58.25,1.1,1,1
39,121408,,5.9,13018.92,69,188.68,11.7,0,0
63,55845,,5.7,1234.1,14,88.15,2.5,2,2
47,112151,,3.5,1641.44,16,102.59,4.6,0,0
54,66152,,4.5,866.6,14,61.9,3.1,2,2
33,101650,,2.4,2324.65,19,122.35,7.9,0,0
32,63945,,6.3,2091.9,30,69.73,4.8,1,1
22,39389,,1.8,95.94,2,47.97,1.1,1,1
20,39423,,4.1,508.9,10,50.89,2.4,1,1
40,61207,,4.1,253.8,4,63.45,1.0,1,1
27,108762,,5.0,22482.0,100,224.82,20.0,0,0
22,44675,,6.4,1487.97,27,55.11,4.2,1,1
40,60008,,2.0,751.9,10,75.19,5.0,1,1
32,48066,,3.2,712.71,9,79.19,2.8,1,1
35,92551,,6.1,10360.06,79,131.14,13.0,0,0
42,57473,,4.0,742.08,12,61.84,3.0,1,1
25,27056,,2.8,324.48,8,40.56,2.9,1,1
48,94644,,4.2,1699.15,17,99.95,4.0,0,0
38,56066,,2.7,861.6,10,86.16,3.7,1,1
19,59863,,4.5,1846.25,25,73.85,5.6,1,1
39,15000,,4.4,583.74,18,32.43,4.1,1,1
25,31823,,6.1,450.56,8,56.32,1.3,1,1
40,16309,,1.2,145.92,3,48.64,2.5,1,1
49,66145,,1.3,274.5,3,91.5,2.3,2,2
25,93779,,2.0,1344.96,12,112.08,6.0,1,1
21,59776,,4.9,3601.84,44,81.86,9.0,1,1
47,60075,,3.4,677.71,11,61.61,3.2,2,2
36,70105,,3.4,3645.04,28,130.18,8.2,1,1
40,49610,,5.0,656.7,11,59.7,2.2,1,1
35,49369,,5.4,1226.25,15,81.75,2.8,1,1
70,43357,,3.5,411.81,7,58.83,2.0,2,2
46,42025,,0.1,67.33,1,67.33,10.0,1,1
40,44325,,2.3,251.35,5,50.27,2.2,1,1
50,70669,,1.1,591.84,9,65.76,8.2,2,2
69,41170,,4.3,344.75,7,49.25,1.6,2,2
64,78473,,0.9,417.65,5,83.53,5.6,2,2
35,41555,,0.2,75.41,1,75.41,5.0,1,1
71,65736,,3.3,433.7,5,86.74,1.5,2,2
61,37116,,5.5,1287.31,29,44.39,5.3,2,2
50,52640,,5.6,545.82,11,49.62,2.0,2,2
24,47549,,5.0,404.48,8,50.56,1.6,1,1
68,111924,,4.9,3405.04,31,109.84,6.3,0,0
45,47295,,6.0,2209.68,36,61.38,6.0,1,1
18,15000,,4.1,318.66,6,53.11,1.5,1,1
73,15000,,1.7,254.22,6,42.37,3.5,2,2
56,44658,,0.2,59.7,1,59.7,5.0,2,2
51,126317,,0.8,1014.79,7,144.97,8.8,0,0
56,87726,,3.3,2418.0,26,93.0,7.9,2,2
36,78507,,2.2,591.36,6,98.56,2.7,1,1
48,54488,,4.4,229.38,3,76.46,0.7,2,2
30,102585,,3.5,6826.56,39,175.04,11.1,0,0
74,81022,,3.8,701.6,8,87.7,2.1,2,2
41,69488,,0.8,267.69,3,89.23,3.8,1,1
22,85289,,4.7,4169.25,45,92.65,9.6,1,1
40,59771,,5.5,727.87,13,55.99,2.4,1,1
36,77434,,3.3,3842.1,30,128.07,9.1,1,1
18,78082,,1.6,2078.03,19,109.37,11.9,1,1
50,69332,,3.7,734.7,10,73.47,2.7,2,2
67,61920,,3.1,832.8,12,69.4,3.9,2,2
73,66172,,0.6,88.0,1,88.0,1.7,2,2
50,33640,,4.3,1904.56,38,50.12,8.8,2,2
49,41120,,4.5,2042.04,33,61.88,7.3,2,2
45,41690,,0.8,147.5,2,73.75,2.5,1,1
54,25489,,6.1,2891.4,61,47.4,10.0,2,2
58,79387,,4.7,3125.85,35,89.31,7.4,2,2
29,68360,,3.4,949.65,15,63.31,4.4,1,1
26,47896,,3.8,659.6,10,65.96,2.6,1,1
67,55303,,2.7,469.14,7,67.02,2.6,2,2
72,27636,,5.4,524.48,11,47.68,2.0,2,2
28,38315,,3.9,289.2,4,72.3,1.0,1,1
50,79887,,1.2,498.19,7,71.17,5.8,2,2
36,40807,,4.6,519.4,10,51.94,2.2,1,1
71,29187,,3.6,263.84,4,65.96,1.1,2,2
74,41231,,3.8,639.76,11,58.16,2.9,2,2
59,123991,,4.5,2905.24,26,111.74,5.8,0,0
51,77859,,3.7,1343.55,15,89.57,4.1,2,2
24,75225,,0.1,101.0,1,101.0,10.0,1,1
48,31966,,0.9,109.6,2,54.8,2.2,2,2
69,70393,,4.1,856.98,9,95.22,2.2,2,2
19,31706,,2.7,183.3,3,61.1,1.1,1,1
36,61741,,2.2,451.05,5,90.21,2.3,1,1
55,75489,,0.5,128.7,2,64.35,4.0,2,2
49,71604,,5.5,1200.94,13,92.38,2.4,2,2
27,56256,,0.2,60.01,1,60.01,5.0,1,1
58,95413,,2.5,1346.7,15,89.78,6.0,0,0
25,85707,,1.4,665.4,6,110.9,4.3,1,1
43,111514,,0.7,217.92,2,108.96,2.9,0,0
47,75908,,3.7,1012.06,14,72.29,3.8,2,2
28,49200,,3.5,548.37,9,60.93,2.6,1,1
58,76699,,6.2,2583.84,28,92.28,4.5,2,2
37,86482,,1.1,581.21,7,83.03,6.4,1,1
37,30101,,5.4,186.57,3,62.19,0.6,1,1
26,62996,,5.1,1949.31,33,59.07,6.5,1,1
25,47523,,3.2,1075.5,15,71.7,4.7,1,1
32,20688,,0.5,54.53,1,54.53,2.0,1,1
51,29302,,0.8,109.34,2,54.67,2.5,2,2
41,28419,,5.9,508.9,10,50.89,1.7,1,1
50,73238,,3.2,2181.96,22,99.18,6.9,2,2
58,36282,,1.7,63.42,1,63.42,0.6,2,2
58,101113,,3.1,1392.48,18,77.36,5.8,0,0
62,57982,,4.9,1895.25,25,75.81,5.1,2,2
57,37768,,5.4,755.7,15,50.38,2.8,2,2
44,125797,,2.2,3926.07,27,145.41,12.3,0,0
38,79884,,0.6,921.6,8,115.2,13.3,1,1
22,84909,,4.2,1811.48,22,82.34,5.2,1,1
52,52107,,3.3,344.8,5,68.96,1.5,2,2
38,22020,,0.6,77.14,2,38.57,3.3,1,1
21,80996,,5.2,9895.26,83,119.22,16.0,1,1
66,36217,,4.9,380.0,8,47.5,1.6,2,2
65,66741,,5.0,9981.55,85,117.43,17.0,2,2
33,46603,,2.0,547.6,10,54.76,5.0,1,1
74,39064,,2.7,273.48,4,68.37,1.5,2,2
48,75973,,2.2,2923.3,23,127.1,10.5,2,2
43,99532,,4.7,13188.84,84,157.01,17.9,0,0
69,15533,,4.9,831.2,16,51.95,3.3,2,2
52,45058,,1.8,206.88,4,51.72,2.2,2,2
23,54022,,3.2,1028.56,13,79.12,4.1,1,1
50,77368,,0.6,194.38,2,97.19,3.3,2,2
38,44955,,5.9,1886.64,24,78.61,4.1,1,1
33,68152,,5.4,2947.35,35,84.21,6.5,1,1
64,30597,,4.9,723.8,14,51.7,2.9,2,2
56,62847,,5.2,327.9,5,65.58,1.0,2,2
51,67075,,3.8,363.52,4,90.88,1.1,2,2
59,43371,,6.0,791.4,12,65.95,2.0,2,2
74,47191,,2.5,895.65,15,59.71,6.0,2,2
32,43273,,4.2,693.0,11,63.0,2.6,1,1
23,45750,,0.9,224.91,3,74.97,3.3,1,1
19,29050,,6.5,298.9,7,42.7,1.1,1,1
41,58756,,2.1,198.81,3,66.27,1.4,1,1
73,112342,,6.4,11172.09,93,120.13,14.5,0,0
66,44390,,4.5,3330.53,49,67.97,10.9,2,2
45,153953,,3.1,27687.7,94,294.55,30.3,0,0
18,99738,,3.6,1617.15,15,107.81,4.2,1,1
18,39270,,2.0,472.85,7,67.55,3.5,1,1
45,66837,,3.6,5743.4,52,110.45,14.4,1,1
53,51967,,2.0,53.58,1,53.58,0.5,2,2
37,239104,,5.6,76245.06,174,438.19,31.1,0,0
65,65487,,4.2,861.39,9,95.71,2.1,2,2
25,60671,,1.7,1152.06,14,82.29,8.2,1,1
18,97852,,1.0,860.13,9,95.57,9.0,1,1
43,68706,,0.4,64.05,1,64.05,2.5,1,1
68,107217,,1.8,2696.85,15,179.79,8.3,0,0
60,54361,,4.6,907.28,11,82.48,2.4,2,2
66,97086,,2.1,593.67,7,84.81,3.3,0,0
42,56842,,4.2,1353.03,21,64.43,5.0,1,1
27,85068,,5.8,4147.78,43,96.46,7.4,1,1
29,15952,,6.3,251.04,6,41.84,1.0,1,1
58,62787,,4.9,10450.12,79,132.28,16.1,2,2
24,98767,,4.4,1295.84,13,99.68,3.0,0,0
29,19101,,4.6,916.16,16,57.26,3.5,1,1
64,54133,,1.0,232.35,3,77.45,3.0,2,2
57,62793,,4.8,882.0,10,88.2,2.1,2,2
34,45017,,3.0,938.4,15,62.56,5.0,1,1
22,156627,,1.4,3931.48,19,206.92,13.6,0,0
31,63648,,0.5,58.93,1,58.93,2.0,1,1
51,35633,,3.0,116.72,2,58.36,0.7,2,2
65,45026,,1.3,236.55,5,47.31,3.8,2,2
34,87689,,4.1,1887.16,22,85.78,5.4,1,1
52,49108,,1.4,402.6,6,67.1,4.3,2,2
72,176730,,2.4,26989.11,83,325.17,34.6,0,0
18,54212,,5.0,761.88,12,63.49,2.4,1,1
67,53612,,5.1,2163.78,27,80.14,5.3,2,2
67,67056,,0.6,315.08,4,78.77,6.7,2,2
53,100574,,5.2,5671.26,49,115.74,9.4,0,0
32,78508,,5.1,1515.78,18,84.21,3.5,1,1
36,15000,,2.7,82.92,2,41.46,0.7,1,1
68,158842,,3.6,22763.31,71,320.61,19.7,0,0
59,61870,,6.2,3008.34,54,55.71,8.7,2,2
22,71818,,4.5,1043.8,17,61.4,3.8,1,1
36,67762,,3.2,1245.2,22,56.6,6.9,1,1
60,49291,,6.0,590.58,9,65.62,1.5,2,2
56,77469,,3.4,1163.76,12,96.98,3.5,2,2
22,59137,,6.2,1104.4,20,55.22,3.2,1,1
69,21924,,1.3,74.46,2,37.23,1.5,2,2
29,86030,,0.5,955.8,9,106.2,18.0,1,1
36,105166,,5.9,3928.4,35,112.24,5.9,0,0
64,23841,,4.6,724.5,18,40.25,3.9,2,2
29,21932,,3.9,278.58,6,46.43,1.5,1,1
53,38771,,5.8,353.43,7,50.49,1.2,2,2
29,27524,,1.4,177.6,3,59.2,2.1,1,1
35,96178,,0.2,102.11,1,102.11,5.0,0,0
66,46037,,2.0,337.25,5,67.45,2.5,2,2
68,36607,,1.9,205.44,3,68.48,1.6,2,2
65,88963,,3.3,13867.53,57,243.29,17.3,2,2
60,24351,,2.8,144.03,3,48.01,1.1,2,2
51,163617,,0.4,2122.61,7,303.23,17.5,0,0
65,37636,,4.5,424.35,9,47.15,2.0,2,2
50,17905,,3.0,1093.88,29,37.72,9.7,2,2
66,74692,,5.3,1611.9,18,89.55,3.4,2,2
35,57883,,6.2,527.04,8,65.88,1.3,1,1
74,15000,,0.3,87.86,2,43.93,6.7,2,2
46,32117,,5.8,219.3,5,43.86,0.9,1,1
62,58817,,2.3,226.28,4,56.57,1.7,2,2
22,67803,,1.9,361.44,6,60.24,3.2,1,1
42,46222,,5.6,607.23,13,46.71,2.3,1,1
41,63709,,2.9,428.89,7,61.27,2.4,1,1
46,51932,,4.8,786.06,11,71.46,2.3,1,1
55,120405,,5.4,13961.46,69,202.34,12.8,0,0
50,58341,,3.1,1146.48,17,67.44,5.5,2,2
27,64155,,0.7,145.8,2,72.9,2.9,1,1
54,50518,,0.7,53.68,1,53.68,1.4,2,2
50,44966,,6.2,1218.39,17,71.67,2.7,2,2
40,49299,,6.3,559.8,10,55.98,1.6,1,1
75,46787,,1.6,562.66,7,80.38,4.4,2,2
28,95568,,0.9,1241.84,8,155.23,8.9,1,1
41,16189,,6.3,817.76,16,51.11,2.5,1,1
41,64576,,4.7,717.48,12,59.79,2.6,1,1
24,84771,,5.0,1805.7,26,69.45,5.2,1,1
67,47324,,2.1,283.2,4,70.8,1.9,2,2
38,33069,,0.1,68.01,1,68.01,10.0,1,1
37,43067,,2.3,222.75,3,74.25,1.3,1,1
70,97861,,1.2,2515.83,17,147.99,14.2,2,2
27,69381,,5.4,2577.9,30,85.93,5.6,1,1
42,53566,,2.5,137.26,2,68.63,0.8,1,1
64,84090,,5.7,5933.47,61,97.27,10.7,2,2
53,116676,,5.3,33365.71,133,250.87,25.1,0,0
65,45349,,4.5,735.15,13,56.55,2.9,2,2
64,66496,,3.8,1029.15,15,68.61,3.9,2,2
32,54267,,5.4,205.74,3,68.58,0.6,1,1
61,44634,,5.9,477.09,9,53.01,1.5,2,2
57,63252,,6.0,2441.79,39,62.61,6.5,2,2
57,57957,,4.7,1201.64,22,54.62,4.7,2,2
67,53855,,4.3,881.04,12,73.42,2.8,2,2
23,63327,,2.3,262.72,4,65.68,1.7,1,1
54,67133,,4.0,1754.44,23,76.28,5.8,2,2
19,43474,,5.4,1340.56,26,51.56,4.8,1,1
29,63397,,3.5,555.78,6,92.63,1.7,1,1
75,49183,,3.6,785.5,10,78.55,2.8,2,2
21,83403,,5.0,1558.62,14,111.33,2.8,1,1
40,74006,,3.9,1032.2,13,79.4,3.3,1,1
30,29166,,2.6,171.44,4,42.86,1.5,1,1
34,48504,,2.8,315.25,5,63.05,1.8,1,1
48,113027,,2.2,4524.96,33,137.12,15.0,0,0
33,64798,,1.7,204.6,3,68.2,1.8,1,1
58,60935,,1.8,164.48,2,82.24,1.1,2,2
43,54905,,1.8,556.08,8,69.51,4.4,1,1
45,50128,,4.3,654.28,11,59.48,2.6,1,1
18,76203,,6.2,5307.0,61,87.0,9.8,1,1
64,25936,,5.5,1455.14,31,46.94,5.6,2,2
29,42543,,4.7,202.64,4,50.66,0.9,1,1
54,54160,,3.7,775.08,9,86.12,2.4,2,2
72,37478,,4.8,538.23,11,48.93,2.3,2,2
73,90682,,0.7,158.82,2,79.41,2.9,2,2
67,92516,,2.2,1202.88,14,85.92,6.4,2,2
37,70139,,3.2,1142.24,16,71.39,5.0,1,1
19,37319,,2.0,566.76,12,47.23,6.0,1,1
53,44546,,4.3,713.05,13,54.85,3.0,2,2
32,101915,,1.2,1983.08,11,180.28,9.2,0,0
55,85807,,2.6,911.3,13,70.1,5.0,2,2
39,67860,,6.2,4410.0,60,73.5,9.7,1,1
61,49143,,3.7,397.8,6,66.3,1.6,2,2
67,55692,,4.7,818.8,10,81.88,2.1,2,2
49,124780,,2.4,6200.92,34,182.38,14.2,0,0
37,50934,,5.3,706.2,11,64.2,2.1,1,1
53,124101,,2.3,431.35,5,86.27,2.2,0,0
50,34229,,1.4,141.36,2,70.68,1.4,2,2
32,62252,,2.8,504.12,6,84.02,2.1,1,1
67,107925,,1.6,3888.5,22,176.75,13.8,0,0
63,52715,,4.4,4955.32,43,115.24,9.8,2,2
20,61022,,0.7,562.66,7,80.38,10.0,1,1
46,71839,,4.7,737.0,11,67.0,2.3,1,1
64,97037,,5.9,9761.52,89,109.68,15.1,0,0
44,116902,,5.8,16830.99,99,170.01,17.1,0,0
22,39449,,4.8,4683.36,44,106.44,9.2,1,1
73,45264,,2.3,3435.96,38,90.42,16.5,2,2
48,67360,,6.4,2568.72,33,77.84,5.2,2,2
39,58913,,5.1,738.98,11,67.18,2.2,1,1
52,56681,,6.2,2286.3,30,76.21,4.8,2,2
71,88353,,3.8,1900.5,25,76.02,6.6,2,2
24,58046,,5.4,1529.15,17,89.95,3.1,1,1
23,38863,,1.6,223.71,3,74.57,1.9,1,1
43,78258,,2.5,495.25,5,99.05,2.0,1,1
71,24310,,4.3,489.94,11,44.54,2.6,2,2
18,70274,,0.4,186.69,3,62.23,7.5,1,1
36,54654,,1.0,139.18,2,69.59,2.0,1,1
24,63357,,6.3,2514.96,36,69.86,5.7,1,1
53,105216,,2.5,5407.74,39,138.66,15.6,0,0
29,76881,,1.9,3418.08,24,142.42,12.6,1,1
37,51478,,3.4,925.32,12,77.11,3.5,1,1
40,49975,,0.9,139.52,2,69.76,2.2,1,1
42,72189,,1.5,1878.6,20,93.93,13.3,1,1
47,103568,,0.8,1357.47,9,150.83,11.2,0,0
46,21908,,0.6,49.86,1,49.86,1.7,1,1
48,23347,,2.6,229.4,5,45.88,1.9,2,2
35,26472,,3.2,824.98,19,43.42,5.9,1,1
58,37886,,0.2,55.55,1,55.55,5.0,2,2
36,117171,,1.1,2647.75,17,155.75,15.5,0,0
71,34306,,4.6,492.3,10,49.23,2.2,2,2
21,69562,,3.6,1005.2,14,71.8,3.9,1,1
18,42860,,1.7,225.48,3,75.16,1.8,1,1
58,73466,,2.4,292.05,3,97.35,1.2,2,2
32,54761,,1.1,431.25,5,86.25,4.5,1,1
71,94330,,5.9,1837.36,17,108.08,2.9,2,2
25,49804,,5.9,243.72,3,81.24,0.5,1,1
32,49966,,3.6,583.36,8,72.92,2.2,1,1
32,100800,,5.6,8089.6,64,126.4,11.4,0,0
67,74405,,3.2,909.18,9,101.02,2.8,2,2
56,101688,,5.3,2601.12,24,108.38,4.5,0,0
39,45983,,3.8,142.02,3,47.34,0.8,1,1
35,43437,,2.2,293.28,4,73.32,1.8,1,1
33,35724,,2.6,732.55,13,56.35,5.0,1,1
19,63048,,0.5,159.4,2,79.7,4.0,1,1
53,142277,,1.5,2422.88,16,151.43,10.7,0,0
37,63336,,2.7,237.51,3,79.17,1.1,1,1
33,102611,,3.0,6926.04,53,130.68,17.7,0,0
20,33626,,0.4,69.97,1,69.97,2.5,1,1
73,59481,,3.2,645.15,11,58.65,3.4,2,2
47,27603,,5.6,392.8,8,49.1,1.4,2,2
72,78289,,1.1,2090.52,18,116.14,16.4,2,2
19,37365,,1.8,360.85,5,72.17,2.8,1,1
52,109733,,5.3,13187.16,84,156.99,15.8,0,0
43,61373,,5.1,705.54,11,64.14,2.2,1,1
74,156941,,2.2,13806.49,73,189.13,33.2,0,0
22,73633,,4.8,2041.83,21,97.23,4.4,1,1
19,189126,,3.6,21097.44,84,251.16,23.3,0,0
68,52920,,2.5,816.12,12,68.01,4.8,2,2
73,31565,,0.3,51.11,1,51.11,3.3,2,2
37,57406,,3.0,627.6,8,78.45,2.7,1,1
51,52052,,2.8,216.96,3,72.32,1.1,2,2
51,69154,,0.6,136.86,2,68.43,3.3,2,2
71,42569,,0.9,526.72,8,65.84,8.9,2,2
73,63105,,2.9,600.53,7,85.79,2.4,2,2
72,55210,,0.2,76.33,1,76.33,5.0,2,2
37,98840,,6.0,2874.9,30,95.83,5.0,0,0
67,35666,,4.7,663.65,13,51.05,2.8,2,2
42,57501,,6.5,379.74,6,63.29,0.9,1,1
37,41411,,1.4,175.95,3,58.65,2.1,1,1
42,98094,,1.9,11968.02,54,221.63,28.4,0,0
70,33253,,1.5,221.08,4,55.27,2.7,2,2
31,101132,,5.5,8185.5,75,109.14,13.6,0,0
64,34012,,2.2,183.0,4,45.75,1.8,2,2
61,37187,,0.4,45.94,1,45.94,2.5,2,2
60,113813,,2.4,3336.06,26,128.31,10.8,0,0
60,59920,,2.8,312.96,4,78.24,1.4,2,2
56,117095,,2.6,13939.35,57,244.55,21.9,0,0
29,109439,,5.4,1321.06,13,101.62,2.4,0,0
65,83649,,6.2,3153.84,34,92.76,5.5,2,2
22,41408,,3.8,6960.82,59,117.98,15.5,1,1
19,50534,,4.0,375.78,6,62.63,1.5,1,1
71,125546,,1.8,4392.52,22,199.66,12.2,0,0
33,47923,,5.6,1176.91,17,69.23,3.0,1,1
72,82623,,1.7,747.12,8,93.39,4.7,2,2
47,110469,,1.0,428.2,4,107.05,4.0,0,0
64,57247,,4.8,1488.46,19,78.34,4.0,2,2
60,48124,,4.8,283.2,6,47.2,1.2,2,2
55,15321,,4.6,453.88,14,32.42,3.0,2,2
62,51218,,4.8,758.64,12,63.22,2.5,2,2
68,63627,,5.3,1157.4,15,77.16,2.8,2,2
59,93145,,5.8,3825.36,44,86.94,7.6,0,0
41,24225,,0.3,88.92,2,44.46,6.7,1,1
68,91742,,4.3,1614.42,18,89.69,4.2,2,2
47,75091,,2.0,1047.53,11,95.23,5.5,2,2
54,77665,,3.8,1934.1,21,92.1,5.5,2,2
74,80943,,5.6,3851.52,51,75.52,9.1,2,2
70,65784,,4.8,1904.7,30,63.49,6.2,2,2
56,58367,,1.3,949.0,13,73.0,10.0,2,2
28,73074,,3.8,399.12,4,99.78,1.1,1,1
31,19758,,1.2,79.22,2,39.61,1.7,1,1
40,96878,,1.7,754.32,8,94.29,4.7,0,0
70,131195,,2.7,7110.0,40,177.75,14.8,0,0
33,50732,,4.0,778.96,14,55.64,3.5,1,1
67,24647,,3.5,515.64,12,42.97,3.4,2,2
38,64488,,2.1,802.1,10,80.21,4.8,1,1
72,46891,,5.4,785.33,13,60.41,2.4,2,2
72,41444,,4.8,990.59,17,58.27,3.5,2,2
21,18215,,2.5,487.08,9,54.12,3.6,1,1
50,54090,,3.4,2087.96,28,74.57,8.2,2,2
71,30056,,1.1,130.14,3,43.38,2.7,2,2
64,127541,,5.8,19938.16,88,226.57,15.2,0,0
31,41515,,3.0,304.28,4,76.07,1.3,1,1
36,72399,,5.1,2490.18,33,75.46,6.5,1,1
22,61838,,1.9,1153.18,14,82.37,7.4,1,1
53,61063,,4.9,1080.04,13,83.08,2.7,2,2
48,38793,,0.8,304.2,5,60.84,6.2,2,2
62,72717,,1.3,742.32,12,61.86,9.2,2,2
35,42625,,2.0,273.48,4,68.37,2.0,1,1
61,89372,,5.6,1903.02,23,82.74,4.1,2,2
48,86847,,6.1,11376.06,102,111.53,16.7,0,0
72,58817,,3.7,585.92,8,73.24,2.2,2,2
47,145963,,4.6,41040.05,127,323.15,27.6,0,0
38,40344,,1.4,217.62,3,72.54,2.1,1,1
64,25988,,4.8,484.96,8,60.62,1.7,2,2
47,29855,,5.1,732.68,13,56.36,2.5,2,2
72,42084,,4.8,344.7,6,57.45,1.2,2,2
58,42646,,2.5,453.48,6,75.58,2.4,2,2
21,75175,,2.2,1941.24,21,92.44,9.5,1,1
22,63466,,4.2,653.17,7,93.31,1.7,1,1
58,97915,,4.4,2293.8,20,114.69,4.5,0,0
62,73247,,3.7,1610.08,16,100.63,4.3,2,2
27,22481,,0.4,55.6,1,55.6,2.5,1,1
44,31973,,3.7,431.9,10,43.19,2.7,1,1
33,30177,,2.1,182.16,3,60.72,1.4,1,1
47,17304,,1.7,139.35,3,46.45,1.8,2,2
30,108193,,6.4,7333.2,63,116.4,9.8,0,0
53,16844,,6.4,543.92,13,41.84,2.0,2,2
38,24750,,0.2,54.52,1,54.52,5.0,1,1
62,32663,,5.0,592.79,11,53.89,2.2,2,2
70,84121,,4.5,2276.75,25,91.07,5.6,2,2
57,79789,,2.0,927.63,9,103.07,4.5,2,2
62,18803,,4.3,400.2,10,40.02,2.3,2,2
32,44661,,3.0,1883.04,24,78.46,8.0,1,1
37,60405,,1.6,806.3,11,73.3,6.9,1,1
37,25478,,3.1,219.84,6,36.64,1.9,1,1
62,79732,,1.8,841.5,9,93.5,5.0,2,2
72,15000,,1.0,83.2,2,41.6,2.0,2,2
22,57398,,6.4,1618.2,18,89.9,2.8,1,1
71,76742,,2.9,2597.94,27,96.22,9.3,2,2
71,74731,,0.8,479.4,5,95.88,6.2,2,2
49,86295,,4.5,11826.0,75,157.68,16.7,0,0
23,98299,,1.3,408.28,4,102.07,3.1,1,1
47,19433,,3.0,395.68,8,49.46,2.7,2,2
43,53663,,4.9,8907.56,83,107.32,16.9,1,1
54,80945,,2.0,653.22,6,108.87,3.0,2,2
30,95822,,5.5,6254.1,45,138.98,8.2,0,0
46,62581,,1.9,224.4,3,74.8,1.6,1,1
22,31674,,1.4,46.29,1,46.29,0.7,1,1
42,36011,,2.2,400.56,6,66.76,2.7,1,1
30,107006,,1.0,378.63,3,126.21,3.0,0,0
41,52973,,5.3,626.01,11,56.91,2.1,1,1
48,78990,,4.7,1526.58,18,84.81,3.8,2,2
37,42644,,4.0,301.1,5,60.22,1.2,1,1
72,33269,,0.6,64.83,1,64.83,1.7,2,2
25,60505,,0.1,62.69,1,62.69,10.0,1,1
26,38357,,6.4,892.45,13,68.65,2.0,1,1
38,56930,,5.8,2732.58,34,80.37,5.9,1,1
68,59531,,2.6,2117.7,26,81.45,10.0,2,2
37,67318,,5.8,1972.48,23,85.76,4.0,1,1
32,49216,,1.3,441.72,6,73.62,4.6,1,1
43,30807,,5.6,640.12,13,49.24,2.3,1,1
71,36134,,5.3,258.2,4,64.55,0.8,2,2
59,77701,,6.1,9936.12,93,106.84,15.2,2,2
28,15000,,6.0,585.91,13,45.07,2.2,1,1
54,96645,,6.1,3304.28,28,118.01,4.6,0,0
58,69733,,2.1,643.41,9,71.49,4.3,2,2
28,51938,,3.2,407.96,7,58.28,2.2,1,1
44,123588,,2.2,3316.14,23,144.18,10.5,0,0
