CustomerID,Age,Gender,Income,Location,Membership,RegistrationDate,Tenure,TotalSpend,TotalTransactions,AverageOrderValue,PurchaseFrequency,LastPurchaseDays,PreferredCategory,WebsiteVisits,AppUsageMinutes,LoginFrequency,WishlistCount,CartAbandonmentRate,EmailOpenRate,MarketingClicks,SatisfactionScore,Rating,SupportCalls,Complaints,Reviews,CustomerHealthScore,ChurnRisk,CustomerLifetimeValue,NextPurchaseAmount,NextPurchaseDays,DiscountUsed,CouponUsed,ReferralCount,PaymentMethod,DeviceType,ReturnRate,LoyaltyPoints
CUST-1209,24,Male,84164,San Jose,Basic,2024-03-22,27.3,11332.72,59,192.08,2.16,124,Books,45,99,34,10,0.61,0.75,10,4,4.1,3,0,3,100,High,19278.2,203.63,16,46,18,0,Credit Card,Mobile,0.02,111027
CUST-1210,56,Female,59497,Denver,Platinum,2025-03-14,15.6,10298.24,32,321.82,2.05,363,Electronics,7,66,25,21,0.67,0.5,25,5,5.0,2,0,14,100,High,15145.17,358.57,8,17,13,1,Apple Pay,Mobile,0.2,205114
CUST-1211,35,Female,24000,San Antonio,Basic,2024-03-28,27.1,1879.18,17,110.54,0.63,136,Apparel,30,0,13,19,0.39,0.5,3,2,2.2,0,0,14,94,High,4350.13,125.59,48,14,0,2,PayPal,Desktop,0.0,18091
CUST-1212,20,Female,30234,Phoenix,Silver,2025-07-26,11.2,4242.3,30,141.41,2.68,295,Electronics,34,394,32,15,0.43,0.64,24,5,4.7,0,0,15,100,High,6732.17,127.05,9,1,0,0,Apple Pay,Mobile,0.11,50857
CUST-1213,67,Male,83246,Houston,Silver,2025-06-05,12.8,2357.64,37,63.72,2.89,339,Apparel,21,54,41,22,0.37,0.11,20,3,2.8,0,0,7,98,High,4456.34,66.63,2,19,15,0,Debit Card,Tablet,0.0,27341
CUST-1214,39,Male,45534,Miami,Basic,2022-05-17,49.5,7291.05,39,186.95,0.79,335,Books,35,347,35,4,0.66,0.21,2,1,1.0,2,0,1,66,High,15799.95,177.06,50,6,3,1,BNPL (Klarna/Afterpay),Mobile,0.2,72610
CUST-1215,25,Female,32471,Miami,Basic,2022-12-19,42.4,24828.38,106,234.23,2.5,219,Home & Kitchen,53,377,44,12,0.34,0.73,18,4,3.9,5,0,1,97,High,48215.12,254.66,10,18,13,0,Apple Pay,Desktop,0.11,247383
CUST-1216,55,Male,76206,Los Angeles,Gold,2021-12-24,54.2,39519.7,110,359.27,2.03,81,Electronics,58,3,1,5,0.79,0.54,18,5,4.9,3,1,4,100,Medium,85644.03,335.01,17,52,15,3,BNPL (Klarna/Afterpay),Desktop,0.15,590195
CUST-1217,63,Female,69001,Los Angeles,Gold,2022-11-25,43.2,12129.48,54,224.62,1.25,215,Electronics,37,60,34,3,0.56,0.65,17,4,4.0,1,0,1,100,High,24546.01,208.33,32,30,15,0,Credit Card,Mobile,0.09,180442
CUST-1218,31,Male,40989,Philadelphia,Gold,2022-12-16,42.5,10590.86,101,104.86,2.38,23,Electronics,49,0,35,5,0.22,0.07,16,2,2.3,2,0,10,100,Low,21468.18,106.71,10,29,3,0,Debit Card,Desktop,0.09,157412
CUST-1219,32,Male,66574,San Jose,Basic,2023-09-13,33.6,8293.97,53,156.49,1.58,111,Sports & Outdoors,31,191,9,14,0.64,0.49,8,3,2.7,2,0,4,95,Medium,15524.75,139.97,18,48,21,0,Apple Pay,Desktop,0.2,80539
CUST-1220,58,Female,57354,Chicago,Platinum,2023-03-06,39.8,27243.84,104,261.96,2.61,45,Beauty,56,441,14,18,0.46,0.37,0,4,4.2,0,0,7,100,Low,51333.52,316.11,12,73,0,0,Credit Card,Mobile,0.12,541226
CUST-1221,67,Female,59062,San Antonio,Basic,2023-06-10,36.7,10426.36,92,113.33,2.51,357,Electronics,30,42,36,24,0.11,0.56,30,3,2.9,0,3,0,77,High,19553.18,118.08,6,73,3,4,Debit Card,Desktop,0.22,100613
CUST-1222,43,Male,55597,Denver,Silver,2024-05-04,25.9,7982.54,58,137.63,2.24,1,Books,6,353,22,16,0.12,0.35,8,4,4.1,1,0,2,100,Low,13789.79,151.14,15,23,1,0,Apple Pay,Mobile,0.01,94640
CUST-1223,41,Male,84131,Dallas,Basic,2022-06-19,48.4,43601.8,110,396.38,2.27,105,Apparel,23,58,42,15,0.65,0.58,27,5,4.8,2,0,11,100,Medium,89066.95,479.29,13,6,0,0,Debit Card,Mobile,0.13,435718
CUST-1224,25,Male,29091,Dallas,Gold,2022-08-12,46.6,20147.2,128,157.4,2.75,232,Sports & Outdoors,25,354,5,6,0.77,0.37,2,3,2.7,5,0,5,78,High,40876.77,151.16,14,52,33,4,Credit Card,Mobile,0.24,299608
CUST-1225,52,Female,25868,San Diego,Basic,2024-06-21,24.3,13947.92,56,249.07,2.3,11,Home & Kitchen,14,0,15,16,0.58,0.34,10,4,4.2,1,0,14,100,Low,22509.05,257.34,19,19,5,1,PayPal,Mobile,0.24,138529
CUST-1226,67,Female,68971,Chicago,Basic,2024-06-08,24.7,39752.19,71,559.89,2.87,317,Apparel,47,93,12,22,0.62,0.52,4,2,1.7,6,0,14,64,High,61168.0,534.23,4,4,2,4,PayPal,Mobile,0.13,397321
CUST-1227,28,Female,67406,Los Angeles,Basic,2026-04-11,2.7,1090.04,4,272.51,1.48,19,Beauty,22,378,35,16,0.35,0.54,15,5,5.0,2,3,1,100,Low,2651.35,318.79,19,3,0,0,BNPL (Klarna/Afterpay),Mobile,0.01,10750
CUST-1228,57,Female,69770,San Diego,Basic,2024-05-31,25.0,3690.9,15,246.06,0.6,329,Apparel,39,400,18,6,0.12,0.43,14,4,4.4,5,0,15,91,High,6978.24,240.43,66,11,6,0,Debit Card,Mobile,0.09,36359
CUST-1229,36,Male,106404,Phoenix,Platinum,2023-12-02,30.9,10028.7,22,455.85,0.71,228,Books,28,147,11,25,0.65,0.68,23,5,4.7,1,0,6,100,High,17984.68,442.76,43,0,0,1,Apple Pay,Mobile,0.14,200574
CUST-1230,63,Female,69045,Chicago,Basic,2025-04-19,14.4,4203.6,20,210.18,1.39,284,Beauty,4,154,38,9,0.47,0.57,7,1,1.0,0,2,15,63,High,6409.68,189.09,24,5,3,3,PayPal,Mobile,0.19,41786
CUST-1231,49,Non-Binary,43228,Los Angeles,Silver,2023-01-22,41.3,12112.8,80,151.41,1.94,290,Beauty,57,351,31,22,0.71,0.31,23,4,4.3,0,0,10,100,High,24034.85,156.62,18,6,2,0,Apple Pay,Mobile,0.07,145053
CUST-1232,58,Female,120851,Dallas,Platinum,2025-05-01,14.0,4617.86,13,355.22,0.93,49,Sports & Outdoors,50,165,21,21,0.7,0.24,22,4,3.7,1,1,0,100,Low,7464.74,321.4,24,6,2,3,PayPal,Mobile,0.04,92057
CUST-1233,32,Female,61523,Miami,Silver,2023-04-14,38.6,15254.91,99,154.09,2.56,270,Sports & Outdoors,47,387,8,13,0.45,0.1,26,2,1.6,0,0,4,86,High,28812.4,181.34,20,97,43,0,Apple Pay,Mobile,0.2,178208
CUST-1234,32,Male,83749,Seattle,Silver,2025-08-14,10.5,768.82,13,59.14,1.24,108,Apparel,7,390,8,2,0.11,0.39,13,1,1.0,2,0,0,69,Medium,1972.0,61.37,26,3,1,1,Credit Card,Mobile,0.21,9075
CUST-1235,35,Female,36620,Philadelphia,Basic,2024-06-10,24.7,3311.0,43,77.0,1.74,314,Apparel,34,50,38,24,0.11,0.2,6,5,4.7,2,0,3,100,High,6514.79,93.92,17,11,7,1,Credit Card,Mobile,0.09,32560
CUST-1236,42,Male,31939,Dallas,Basic,2025-02-20,16.3,4931.16,39,126.44,2.39,161,Electronics,31,0,9,15,0.67,0.54,17,4,3.7,1,0,14,100,High,8105.7,137.84,11,18,13,0,Credit Card,Desktop,0.2,48411
CUST-1237,61,Male,59593,New York,Basic,2022-08-21,46.3,5723.2,35,163.52,0.76,225,Sports & Outdoors,44,61,10,12,0.4,0.46,3,4,4.3,0,0,6,100,High,12743.7,161.14,42,17,12,0,BNPL (Klarna/Afterpay),Tablet,0.25,56382
CUST-1238,50,Male,82697,Miami,Basic,2023-11-13,31.6,7217.35,35,206.21,1.11,255,Apparel,42,15,7,23,0.14,0.1,21,1,1.0,1,0,9,69,High,13003.77,226.58,36,29,6,0,Debit Card,Mobile,0.07,70723
CUST-1239,39,Female,105677,Dallas,Basic,2023-05-09,37.7,37515.6,90,416.84,2.39,221,Electronics,26,436,25,14,0.44,0.07,17,4,4.2,3,0,13,94,High,68390.98,376.74,16,14,9,1,BNPL (Klarna/Afterpay),Desktop,0.14,374456
CUST-1240,48,Female,42621,Chicago,Basic,2023-07-30,35.1,8037.6,40,200.94,1.14,303,Beauty,41,392,19,10,0.15,0.46,4,5,4.9,2,0,10,100,High,15415.1,201.39,26,15,7,0,Apple Pay,Desktop,0.23,79626
CUST-1241,22,Female,59084,Los Angeles,Basic,2024-07-10,23.7,4542.52,43,105.64,1.81,20,Beauty,44,290,33,13,0.3,0.54,18,1,1.0,1,0,3,100,Low,8285.39,123.95,6,21,15,0,Apple Pay,Mobile,0.07,44375
CUST-1242,45,Male,65015,Austin,Platinum,2021-08-31,58.0,8153.34,39,209.06,0.67,275,Apparel,20,152,37,12,0.7,0.49,30,2,2.3,0,0,2,93,High,19400.29,225.07,45,22,2,1,Apple Pay,Mobile,0.07,161966
CUST-1243,60,Female,65306,Houston,Basic,2024-02-04,28.8,11372.25,59,192.75,2.05,233,Books,50,9,41,22,0.49,0.18,15,3,3.4,2,0,13,89,High,19530.6,235.9,17,12,5,0,PayPal,Mobile,0.17,113122
CUST-1244,37,Female,62473,San Antonio,Gold,2024-08-18,22.4,12680.24,62,204.52,2.77,325,Apparel,56,421,19,20,0.22,0.53,7,3,2.7,0,0,9,100,High,20097.69,211.81,12,41,2,0,Apple Pay,Mobile,0.06,188153
CUST-1245,69,Male,64279,Dallas,Silver,2025-06-06,12.8,1040.62,7,148.66,0.55,249,Electronics,5,42,21,19,0.32,0.09,30,3,2.9,2,0,2,87,High,2623.12,140.4,56,1,1,0,Credit Card,Mobile,0.03,12437
CUST-1246,69,Male,95548,Denver,Platinum,2023-02-21,40.3,5010.61,101,49.61,2.51,121,Beauty,15,0,12,6,0.83,0.36,8,5,4.6,1,0,3,100,High,10717.43,48.45,10,35,9,0,Apple Pay,Desktop,0.01,98462
CUST-1247,56,Male,92413,Seattle,Platinum,2022-09-14,45.5,2087.96,28,74.57,0.62,344,Apparel,18,158,41,22,0.37,0.62,3,4,3.8,1,0,12,100,High,5567.17,91.05,54,26,24,0,PayPal,Desktop,0.04,40459
CUST-1248,46,Female,71376,Miami,Silver,2022-02-12,52.6,23554.7,130,181.19,2.47,141,Electronics,54,251,31,23,0.41,0.64,22,3,3.3,0,0,8,100,High,50866.73,190.71,9,83,58,1,Credit Card,Desktop,0.05,278506
CUST-1249,46,Female,34034,Chicago,Basic,2026-05-26,1.2,199.36,2,99.68,1.67,21,Sports & Outdoors,7,0,16,16,0.64,0.59,20,4,4.3,2,1,1,100,Low,1704.34,102.73,22,0,0,1,PayPal,Mobile,0.09,1993
CUST-1250,43,Female,57038,Denver,Basic,2023-03-21,39.4,19917.38,113,176.26,2.87,286,Books,41,45,30,6,0.3,0.65,1,3,2.9,0,0,11,100,High,37766.23,161.82,11,67,55,1,Debit Card,Desktop,0.12,195823
