TransactionID,CustomerID,TransactionDate,TransactionTime,Age,Gender,Income,Location,AccountAgeDays,Membership,ProductID,Category,Quantity,Price,TotalAmount,PaymentMethod,CardType,TransactionChannel,DeviceType,Browser,IPAddress,PreviousTransactionCount,AverageTransactionAmount,TransactionFrequency,TimeSinceLastTransaction,FailedLoginAttempts,PasswordChangeCount,NewDeviceLogin,IsInternational,DistanceFromHome,CustomerTotalSpend,CustomerAverageSpend,CustomerComplaints,CustomerRating,CustomerHealthScore,RefundCount,ChargebackCount,SuspiciousActivityCount,Fraud
TXN100469,CUST1099,2026-06-24,05:16:00,56,Female,96748.13,"San Diego, CA",2898,Gold,PROD619,Clothing,4,46.11,184.44,Credit Card,None,Online,Mobile,Firefox,28.178.92.152,132,100.34,1.59,17.5,0,1,1,0,37.2,13244.88,100.34,3,4.7,100,3,1,0,0
TXN100470,CUST1067,2026-03-28,08:24:00,41,Male,54931.42,"San Diego, CA",776,VIP,PROD142,Home & Kitchen,1,1100.77,1100.77,Apple Pay,None,Online,Tablet,Chrome,170.164.201.194,139,328.74,4.31,12.3,1,1,1,0,40.5,45694.86,328.74,3,2.6,78,0,1,0,0
TXN100471,CUST1329,2026-05-24,16:31:00,57,Female,63237.2,"Phoenix, AZ",3162,Standard,PROD640,Toys,1,233.81,233.81,Credit Card,Amex,In-Store,None,None,165.160.24.137,7,42.66,4.61,17.0,0,4,0,0,6.3,298.62,42.66,3,4.0,97,1,2,2,0
TXN100472,CUST1045,2026-02-24,03:22:00,47,Male,136544.51,"Philadelphia, PA",303,Gold,PROD607,Clothing,5,772.1,3860.5,Credit Card,Visa,POS,None,None,53.59.148.2,61,336.61,13.74,29.8,0,1,1,0,55.2,20533.21,336.61,1,2.5,81,0,0,1,0
TXN100473,CUST1636,2026-06-21,08:48:00,74,Female,110049.46,"Phoenix, AZ",844,Platinum,PROD519,Sports,1,504.91,504.91,Apple Pay,None,POS,None,None,72.97.249.65,2,320.74,5.99,62.7,0,3,0,0,12.0,641.48,320.74,1,1.3,44,0,0,3,0
TXN100474,CUST1549,2026-03-25,05:42:00,65,Female,144414.65,"San Antonio, TX",1171,None,PROD393,Home & Kitchen,5,321.18,1605.9,Credit Card,Discover,In-Store,None,None,244.44.254.52,32,268.75,0.63,43.1,3,0,0,0,14.2,8600.0,268.75,0,4.3,53,0,2,0,0
TXN100475,CUST1630,2026-04-05,14:57:00,65,Male,80252.98,"New York, NY",2720,None,PROD885,Clothing,2,872.64,1745.28,Credit Card,None,Online,Desktop,Firefox,221.128.89.90,118,116.31,9.7,35.3,0,1,1,0,86.3,13724.58,116.31,4,1.3,53,5,0,2,1
TXN100476,CUST1673,2026-04-23,00:51:00,73,Female,33672.86,"Houston, TX",2469,None,PROD394,Books,2,180.6,361.2,PayPal,None,Online,Desktop,Chrome,105.8.86.186,82,197.78,2.24,9.4,3,1,0,0,60.7,16217.96,197.78,3,1.0,37,3,2,0,0
TXN100477,CUST1780,2026-06-10,01:12:00,54,Non-Binary,34240.5,"San Diego, CA",2345,VIP,PROD389,Sports,5,470.25,2351.25,Crypto,None,In-Store,None,None,175.251.128.89,116,249.98,13.49,40.9,0,2,0,0,12.1,28997.68,249.98,1,2.1,52,3,1,1,0
TXN100478,CUST1021,2026-04-21,10:14:00,27,Male,82491.51,"Dallas, TX",3493,Gold,PROD511,Clothing,3,257.64,772.92,Apple Pay,None,POS,None,None,227.213.235.188,115,233.07,5.89,32.8,0,2,1,0,22.0,26803.05,233.07,1,3.9,56,1,0,1,0
TXN100479,CUST1970,2026-06-18,21:07:00,41,Female,93525.69,"San Antonio, TX",1540,Platinum,PROD318,Beauty,2,569.58,1139.16,Bank Transfer,None,POS,None,None,77.211.26.52,55,182.09,13.36,59.4,0,4,1,0,7.4,10014.95,182.09,1,4.8,33,5,0,3,1
TXN100480,CUST1581,2026-06-20,05:52:00,35,Non-Binary,110078.77,"Chicago, IL",2631,VIP,PROD688,Toys,2,189.31,378.62,PayPal,None,POS,None,None,63.66.249.81,135,372.95,13.15,60.9,1,0,0,0,22.4,50348.25,372.95,0,1.0,36,2,0,2,0
TXN100481,CUST1365,2026-02-21,05:08:00,31,Female,130084.81,"Philadelphia, PA",2557,Platinum,PROD697,Toys,4,575.35,2301.4,Crypto,None,In-Store,None,None,75.155.51.206,143,96.71,13.22,14.8,3,0,1,0,22.3,13829.53,96.71,1,3.2,90,5,1,1,0
TXN100482,CUST1679,2026-02-07,15:11:00,24,Male,41949.84,"San Antonio, TX",1941,VIP,PROD588,Clothing,1,707.55,707.55,PayPal,None,POS,None,None,150.93.229.229,5,485.74,14.2,51.1,0,2,0,0,3.9,2428.7,485.74,2,1.3,47,4,1,3,0
TXN100483,CUST1113,2026-06-21,06:43:00,58,Female,61543.68,"Los Angeles, CA",1457,None,PROD918,Beauty,1,750.02,750.02,Bank Transfer,None,POS,None,None,254.86.186.218,64,112.17,4.28,46.9,0,0,1,0,57.9,7178.88,112.17,2,4.6,36,5,0,2,0
TXN100484,CUST1443,2026-03-28,01:22:00,35,Non-Binary,149387.09,"San Diego, CA",2705,Standard,PROD440,Books,1,165.47,165.47,Bank Transfer,None,Online,Tablet,Opera,5.154.194.52,120,202.41,0.64,60.5,0,5,1,0,19.2,24289.2,202.41,2,2.5,95,3,1,2,0
TXN100485,CUST1354,2026-03-08,18:51:00,30,Female,60205.14,"Los Angeles, CA",1847,Standard,PROD924,Sports,3,1035.16,3105.48,Credit Card,Visa,In-Store,None,None,207.54.124.20,45,199.23,2.39,72.2,2,0,0,0,0.6,8965.35,199.23,0,3.9,73,4,0,1,0
TXN100486,CUST1988,2026-04-28,21:32:00,73,Female,123266.45,"Los Angeles, CA",2514,Standard,PROD157,Sports,2,247.43,494.86,Crypto,None,Online,Desktop,Chrome,184.46.1.111,59,120.91,10.78,34.9,3,5,0,0,22.6,7133.69,120.91,3,4.3,93,4,2,1,0
TXN100487,CUST1749,2026-06-23,20:12:00,73,Male,80314.54,"Dallas, TX",30,Standard,PROD280,Clothing,3,181.23,543.69,Bank Transfer,None,In-Store,None,None,180.63.38.49,47,427.34,11.37,20.6,0,3,1,0,10.0,20084.98,427.34,4,2.6,66,1,1,2,0
TXN100488,CUST1753,2026-03-03,18:06:00,18,Non-Binary,136319.51,"Phoenix, AZ",1157,Gold,PROD166,Electronics,1,597.77,597.77,Crypto,None,Online,Tablet,Edge,21.228.6.251,22,172.83,11.59,82.3,0,5,0,0,21.4,3802.26,172.83,4,2.0,70,3,1,3,0
TXN100489,CUST1307,2026-05-06,10:41:00,52,Non-Binary,48785.63,"San Jose, CA",703,Standard,PROD807,Home & Kitchen,4,563.28,2253.12,Apple Pay,None,Mobile App,Mobile,Edge,223.237.231.40,36,374.17,5.84,85.5,8,1,1,0,75.6,13470.12,374.17,3,5.0,49,3,1,0,1
TXN100490,CUST1444,2026-06-19,05:53:00,27,Non-Binary,143255.37,"Houston, TX",393,Standard,PROD500,Beauty,2,332.36,664.72,Debit Card,Visa,POS,None,None,101.81.155.213,140,153.28,2.93,54.7,0,3,1,0,30.5,21459.2,153.28,3,4.8,50,3,2,0,0
TXN100491,CUST1108,2026-01-18,11:02:00,63,Female,100977.21,"Chicago, IL",968,None,PROD606,Toys,2,505.45,1010.9,Credit Card,Amex,In-Store,None,None,87.159.219.157,31,307.58,7.99,30.8,0,2,0,0,42.2,9534.98,307.58,2,3.3,90,0,0,3,0
TXN100492,CUST1252,2026-02-23,11:08:00,62,Male,138768.27,"Philadelphia, PA",2601,VIP,PROD905,Home & Kitchen,5,415.5,2077.5,PayPal,None,In-Store,None,None,231.65.164.201,146,486.15,3.51,53.4,0,1,0,0,22.0,70977.9,486.15,3,3.3,32,2,2,0,0
TXN100493,CUST1151,2026-06-09,10:58:00,23,Non-Binary,86367.56,"San Jose, CA",2986,Platinum,PROD168,Beauty,4,935.15,3740.6,PayPal,None,In-Store,None,None,94.30.242.64,57,323.87,4.98,74.3,1,3,0,0,32.0,18460.59,323.87,2,4.8,92,2,2,1,0
TXN100494,CUST1661,2026-02-18,20:23:00,56,Male,61952.45,"New York, NY",3017,Gold,PROD636,Toys,5,346.12,1730.6,Apple Pay,None,POS,None,None,180.5.152.67,52,89.15,0.48,58.7,0,3,0,0,2.6,4635.8,89.15,2,2.9,48,3,2,3,0
TXN100495,CUST1608,2026-04-24,10:43:00,24,Female,81992.9,"Houston, TX",2897,None,PROD564,Home & Kitchen,2,707.91,1415.82,PayPal,None,Online,Desktop,Chrome,223.167.244.95,36,171.33,10.84,49.6,0,5,1,0,7.8,6167.88,171.33,2,2.6,71,4,0,2,1
TXN100496,CUST1331,2026-05-25,19:24:00,20,Non-Binary,31982.4,"Chicago, IL",2039,Standard,PROD169,Clothing,2,131.68,263.36,Debit Card,Mastercard,Online,Mobile,Firefox,87.41.211.88,17,256.38,8.22,47.3,0,5,1,0,23.8,4358.46,256.38,1,3.2,41,1,1,1,0
TXN100497,CUST1933,2026-03-08,07:45:00,33,Male,105594.82,"Dallas, TX",104,Standard,PROD758,Toys,2,579.64,1159.28,Credit Card,Mastercard,In-Store,None,None,244.78.70.129,81,175.02,11.36,60.4,0,0,1,0,5.4,14176.62,175.02,3,1.1,83,4,0,0,0
TXN100498,CUST1036,2026-02-23,07:50:00,55,Female,25894.05,"Los Angeles, CA",2387,Platinum,PROD621,Toys,2,482.65,965.3,Debit Card,None,Online,Tablet,Opera,73.136.191.131,99,96.73,3.1,54.7,0,2,0,0,1.5,9576.27,96.73,2,4.6,80,0,2,2,0
TXN100499,CUST1456,2026-06-04,22:14:00,60,Non-Binary,121252.08,"Houston, TX",762,Standard,PROD142,Beauty,1,893.95,893.95,Debit Card,Mastercard,Mobile App,Tablet,Safari,227.155.184.119,13,330.96,3.52,80.1,0,2,0,0,19.3,4302.48,330.96,4,1.1,31,1,0,2,0
TXN100500,CUST1969,2026-04-10,11:10:00,47,Female,100226.62,"Chicago, IL",2018,VIP,PROD674,Books,3,956.05,2868.15,Crypto,None,In-Store,None,None,20.54.0.219,7,317.25,12.87,85.2,0,0,1,0,39.8,2220.75,317.25,3,2.5,50,0,0,2,1
TXN100501,CUST1220,2026-06-15,06:30:00,45,Non-Binary,134555.58,"Los Angeles, CA",1151,VIP,PROD769,Electronics,3,926.83,2780.49,Credit Card,Amex,In-Store,None,None,68.233.104.31,7,442.54,13.99,15.8,0,0,0,0,0.5,3097.78,442.54,1,2.8,64,2,0,3,0
TXN100502,CUST1708,2026-02-09,07:21:00,22,Female,109752.41,"New York, NY",157,VIP,PROD542,Toys,4,500.78,2003.12,Credit Card,None,Online,Tablet,Chrome,246.143.144.185,122,117.3,4.08,60.4,0,1,0,0,10.2,14310.6,117.3,3,4.2,35,4,1,3,0
TXN100503,CUST1732,2026-01-13,09:46:00,41,Male,99756.13,"San Diego, CA",3366,VIP,PROD657,Clothing,3,793.74,2381.22,PayPal,None,In-Store,None,None,83.177.208.45,148,212.85,7.07,31.3,0,2,0,0,18.7,31501.8,212.85,3,3.7,82,2,1,0,0
TXN100504,CUST1906,2026-02-05,11:21:00,40,Non-Binary,83319.4,"Dallas, TX",3534,Gold,PROD143,Home & Kitchen,5,1102.78,5513.9,Crypto,None,In-Store,None,None,154.174.81.218,146,86.97,12.26,18.6,1,5,1,0,25.3,12697.62,86.97,0,4.3,44,4,2,0,0
TXN100505,CUST1589,2026-01-02,08:41:00,53,Non-Binary,142786.23,"Houston, TX",2806,Platinum,PROD600,Electronics,3,880.91,2642.73,PayPal,None,POS,None,None,134.201.112.148,89,379.92,10.35,88.9,3,1,1,0,4.4,33812.88,379.92,1,4.3,54,5,0,0,0
TXN100506,CUST1937,2026-01-19,23:43:00,37,Male,119475.07,"Phoenix, AZ",3385,Gold,PROD654,Sports,1,1142.35,1142.35,Debit Card,Visa,Online,Desktop,Firefox,31.106.95.212,18,52.17,6.84,10.8,0,2,1,0,45.7,939.06,52.17,0,3.8,68,2,1,2,1
TXN100507,CUST1213,2026-03-19,14:37:00,57,Non-Binary,139944.46,"San Jose, CA",2435,Standard,PROD795,Beauty,1,604.99,604.99,PayPal,None,Online,Mobile,Edge,221.196.50.109,150,317.71,5.33,87.4,0,3,0,1,1.2,47656.5,317.71,3,1.2,92,0,1,2,1
TXN100508,CUST1556,2026-01-24,02:49:00,33,Non-Binary,128828.76,"Los Angeles, CA",1867,VIP,PROD867,Home & Kitchen,2,728.29,1456.58,Apple Pay,None,Online,Mobile,Firefox,142.231.110.158,105,65.58,10.29,53.4,3,5,0,0,2.1,6885.9,65.58,4,2.8,94,1,1,2,0
TXN100509,CUST1397,2026-05-18,22:18:00,64,Male,56650.54,"Los Angeles, CA",2864,None,PROD602,Clothing,4,359.13,1436.52,Debit Card,Visa,Mobile App,Tablet,Firefox,110.56.79.248,19,115.58,7.35,0.6,0,5,0,0,6.7,2196.02,115.58,3,1.2,53,1,1,3,0
TXN100510,CUST1455,2026-06-29,03:57:00,24,Male,42400.66,"San Jose, CA",2310,Standard,PROD548,Beauty,3,955.26,2865.78,Apple Pay,None,Online,Tablet,Opera,230.188.54.108,121,36.1,6.6,63.2,0,0,0,0,15.5,4368.1,36.1,0,2.1,75,3,1,1,0
TXN100511,CUST1896,2026-02-05,04:07:00,19,Male,35797.19,"Chicago, IL",2727,Gold,PROD556,Sports,5,454.25,2271.25,PayPal,None,POS,None,None,18.94.211.30,143,39.08,3.12,27.1,0,5,1,0,25.2,5588.44,39.08,0,2.5,95,0,0,2,1
TXN100512,CUST1599,2026-05-16,00:18:00,37,Male,64941.15,"Houston, TX",3529,VIP,PROD920,Clothing,2,800.2,1600.4,Apple Pay,None,POS,None,None,55.50.88.100,141,324.03,8.17,72.4,0,1,0,0,2.6,45688.23,324.03,4,1.6,38,3,2,0,0
TXN100513,CUST1252,2026-06-10,14:06:00,71,Non-Binary,70215.31,"Houston, TX",3396,Platinum,PROD516,Electronics,4,61.06,244.24,PayPal,None,POS,None,None,8.98.191.101,115,311.09,13.02,67.4,0,1,1,0,4.0,35775.35,311.09,4,4.8,95,3,2,1,0
TXN100514,CUST1533,2026-03-15,16:58:00,67,Male,79092.69,"New York, NY",1714,Standard,PROD675,Electronics,2,929.77,1859.54,Credit Card,Amex,Mobile App,Mobile,Firefox,119.174.155.215,137,310.54,13.8,77.0,0,3,1,0,2.3,42543.98,310.54,3,4.0,47,3,1,0,0
TXN100515,CUST1998,2026-03-29,18:11:00,51,Non-Binary,103920.73,"Phoenix, AZ",2581,Platinum,PROD377,Toys,3,717.38,2152.14,Debit Card,Amex,Mobile App,Desktop,Opera,49.178.156.50,85,268.48,6.23,23.8,0,3,0,0,65.9,22820.8,268.48,4,4.6,47,5,1,1,0
TXN100516,CUST1370,2026-05-19,18:52:00,38,Male,124753.83,"San Jose, CA",2135,Gold,PROD220,Sports,3,769.93,2309.79,Debit Card,None,Mobile App,Desktop,Edge,96.125.200.124,69,467.59,6.94,30.8,0,2,0,0,16.0,32263.71,467.59,2,1.5,78,4,1,0,0
TXN100517,CUST1831,2026-03-07,16:53:00,47,Non-Binary,97947.95,"Phoenix, AZ",2098,None,PROD530,Clothing,3,70.68,212.04,Apple Pay,None,POS,None,None,153.55.243.112,99,170.31,2.18,11.2,0,0,0,0,60.5,16860.69,170.31,0,2.1,100,4,1,1,0
TXN100518,CUST1947,2026-06-25,14:26:00,31,Male,136413.94,"San Jose, CA",250,Standard,PROD214,Home & Kitchen,5,866.29,4331.45,PayPal,None,POS,None,None,62.118.112.159,146,380.83,13.92,31.9,0,1,0,0,43.1,55601.18,380.83,0,3.2,70,1,0,3,0
TXN100519,CUST1631,2026-01-05,05:28:00,23,Non-Binary,117557.01,"Phoenix, AZ",3320,VIP,PROD227,Electronics,2,1016.0,2032.0,Debit Card,Mastercard,POS,None,None,157.84.88.235,56,154.15,0.15,60.4,0,3,1,0,18.9,8632.4,154.15,3,1.9,42,0,1,3,1
TXN100520,CUST1453,2026-02-08,13:07:00,72,Non-Binary,118836.77,"New York, NY",2222,Platinum,PROD310,Sports,4,529.61,2118.44,Bank Transfer,None,Mobile App,Mobile,Chrome,128.198.226.156,52,199.02,10.58,54.1,0,5,1,0,46.1,10349.04,199.02,1,4.2,56,1,1,2,1
TXN100521,CUST1414,2026-03-12,08:29:00,63,Female,137306.58,"San Antonio, TX",2464,VIP,PROD124,Sports,5,300.45,1502.25,Crypto,None,Online,Mobile,Chrome,100.176.184.98,5,255.66,10.89,81.8,0,0,1,0,30.3,1278.3,255.66,2,2.4,64,2,1,3,1
TXN100522,CUST1161,2026-02-13,07:28:00,72,Non-Binary,105626.12,"San Jose, CA",2179,Gold,PROD966,Electronics,4,443.84,1775.36,Debit Card,Visa,In-Store,None,None,24.25.128.21,134,467.36,6.85,26.5,0,3,1,0,11.0,62626.24,467.36,1,1.9,69,1,2,0,0
TXN100523,CUST1094,2026-06-08,01:46:00,54,Non-Binary,122887.59,"Chicago, IL",1185,None,PROD581,Beauty,2,291.13,582.26,Debit Card,None,Online,Desktop,Chrome,69.91.63.200,118,285.65,5.6,16.2,0,4,0,0,19.6,33706.7,285.65,1,4.1,71,1,1,0,0
TXN100524,CUST1916,2026-01-15,13:26:00,26,Male,31043.06,"Chicago, IL",3472,Gold,PROD347,Toys,5,1002.79,5013.95,Bank Transfer,None,Mobile App,Mobile,Safari,117.89.56.183,63,97.8,9.13,3.9,0,3,0,0,3.7,6161.4,97.8,0,2.1,97,3,2,3,0
TXN100525,CUST1743,2026-04-14,17:55:00,47,Non-Binary,142910.67,"Philadelphia, PA",3226,None,PROD691,Sports,4,904.44,3617.76,Bank Transfer,None,POS,None,None,43.255.64.207,9,119.31,9.04,33.1,1,2,0,0,4.9,1073.79,119.31,4,4.6,78,3,1,2,1
TXN100526,CUST1498,2026-02-20,00:32:00,31,Female,121884.01,"Chicago, IL",1847,None,PROD909,Toys,2,782.39,1564.78,PayPal,None,POS,None,None,63.72.8.231,58,453.76,3.87,36.0,0,5,1,0,20.5,26318.08,453.76,2,4.5,89,1,1,0,0
TXN100527,CUST1149,2026-06-13,03:27:00,36,Female,31639.92,"San Diego, CA",1588,VIP,PROD179,Books,3,432.18,1296.54,Bank Transfer,None,POS,None,None,11.245.34.91,84,112.87,13.84,15.0,0,0,0,0,5.3,9481.08,112.87,4,2.1,33,4,0,2,1
TXN100528,CUST1413,2026-03-27,20:55:00,47,Female,102721.58,"Phoenix, AZ",1512,Standard,PROD920,Books,5,156.72,783.6,Apple Pay,None,POS,None,None,111.18.34.248,39,467.81,5.73,59.5,0,3,1,0,13.7,18244.59,467.81,1,1.6,55,0,2,3,0
TXN100529,CUST1225,2026-01-11,01:30:00,37,Male,144194.96,"Houston, TX",1718,None,PROD298,Beauty,2,518.02,1036.04,Bank Transfer,None,Mobile App,Desktop,Chrome,254.33.83.220,9,147.44,7.29,6.0,5,3,0,0,23.8,1326.96,147.44,3,1.5,88,2,2,2,1
TXN100530,CUST1871,2026-05-01,08:48:00,54,Non-Binary,93490.67,"Philadelphia, PA",2591,Platinum,PROD639,Clothing,5,628.86,3144.3,PayPal,None,In-Store,None,None,58.11.222.124,69,177.51,7.68,44.9,0,5,1,0,25.3,12248.19,177.51,0,4.8,68,2,0,1,0
TXN100531,CUST1864,2026-02-26,08:29:00,47,Male,140756.45,"Dallas, TX",2076,Platinum,PROD522,Sports,4,508.96,2035.84,PayPal,None,Mobile App,Desktop,Safari,42.246.33.199,80,464.54,0.95,36.6,0,3,0,1,2.7,37163.2,464.54,3,2.9,33,2,1,0,0
TXN100532,CUST1498,2026-05-06,13:31:00,55,Male,75664.71,"Houston, TX",1178,Gold,PROD725,Toys,2,409.97,819.94,Bank Transfer,None,Mobile App,Tablet,Edge,219.42.51.22,21,402.17,0.23,48.7,0,3,0,0,17.3,8445.57,402.17,1,5.0,30,3,0,0,0
TXN100533,CUST1863,2026-04-04,23:10:00,61,Non-Binary,69656.31,"San Jose, CA",363,Standard,PROD269,Home & Kitchen,3,128.97,386.91,Bank Transfer,None,Online,Desktop,Opera,1.98.87.230,100,415.61,7.41,24.1,0,2,0,0,1.8,41561.0,415.61,4,2.1,38,3,2,2,0
TXN100534,CUST1794,2026-06-29,17:34:00,24,Female,100810.45,"Phoenix, AZ",136,VIP,PROD972,Home & Kitchen,2,836.94,1673.88,Apple Pay,None,Mobile App,Tablet,Firefox,76.205.214.207,60,401.24,12.72,60.0,2,1,0,0,7.8,24074.4,401.24,3,1.6,49,0,0,0,0
TXN100535,CUST1120,2026-02-07,03:40:00,46,Male,43665.85,"Los Angeles, CA",1162,Platinum,PROD804,Home & Kitchen,5,294.71,1473.55,Apple Pay,None,POS,None,None,105.62.154.240,53,449.88,9.88,32.8,0,3,0,0,1.4,23843.64,449.88,2,1.3,34,2,1,1,0
TXN100536,CUST1474,2026-06-18,13:34:00,68,Non-Binary,132821.8,"San Diego, CA",549,Platinum,PROD863,Sports,4,793.5,3174.0,Bank Transfer,None,In-Store,None,None,2.84.128.107,23,253.71,14.83,13.4,0,1,0,0,32.2,5835.33,253.71,4,3.4,65,1,2,1,0
TXN100537,CUST1789,2026-01-03,21:33:00,41,Non-Binary,67870.37,"San Jose, CA",1532,Platinum,PROD102,Electronics,4,928.17,3712.68,Bank Transfer,None,In-Store,None,None,55.75.170.175,129,151.25,5.92,47.6,0,4,0,0,42.4,19511.25,151.25,3,4.1,35,3,2,2,0
TXN100538,CUST1773,2026-04-27,01:31:00,36,Female,27239.36,"San Jose, CA",2573,Standard,PROD585,Toys,4,1115.57,4462.28,Bank Transfer,None,In-Store,None,None,237.161.114.116,67,164.14,9.82,3.6,0,1,1,0,7.8,10997.38,164.14,3,2.1,97,1,0,1,0
TXN100539,CUST1460,2026-03-03,13:33:00,18,Female,30970.47,"Los Angeles, CA",3291,Platinum,PROD648,Toys,5,1128.5,5642.5,Credit Card,None,Mobile App,Tablet,Chrome,128.109.147.200,29,430.51,13.89,35.1,0,5,1,0,102.8,12484.79,430.51,1,3.2,55,0,2,3,1
TXN100540,CUST1081,2026-03-26,22:04:00,33,Female,27586.36,"Chicago, IL",3074,Platinum,PROD273,Sports,3,809.45,2428.35,Apple Pay,None,In-Store,None,None,232.218.104.187,41,193.49,11.5,26.1,0,4,0,0,26.2,7933.09,193.49,0,4.9,45,0,0,0,0
TXN100541,CUST1813,2026-03-11,06:06:00,25,Female,67191.23,"Dallas, TX",3142,None,PROD576,Books,1,582.68,582.68,Bank Transfer,None,Mobile App,Desktop,Firefox,202.47.180.46,99,407.17,8.23,22.6,0,0,0,0,16.5,40309.83,407.17,0,1.6,73,1,2,1,0
TXN100542,CUST1946,2026-06-11,11:59:00,19,Female,131688.28,"San Antonio, TX",429,None,PROD894,Toys,4,262.71,1050.84,Debit Card,None,POS,None,None,199.34.116.214,126,287.58,6.92,29.1,3,2,0,0,23.4,36235.08,287.58,0,1.1,54,0,2,2,1
TXN100543,CUST1680,2026-04-06,22:08:00,39,Female,118716.58,"New York, NY",1295,VIP,PROD187,Clothing,1,717.63,717.63,Bank Transfer,None,Online,Tablet,Safari,122.253.174.31,8,397.35,9.61,22.2,0,4,1,0,2.0,3178.8,397.35,2,1.2,43,0,1,1,0
TXN100544,CUST1835,2026-04-08,05:13:00,35,Female,131217.12,"Los Angeles, CA",2179,Platinum,PROD176,Beauty,3,888.97,2666.91,Apple Pay,None,Online,Desktop,Firefox,84.94.47.223,35,467.08,9.08,76.7,0,2,0,0,8.5,16347.8,467.08,0,4.9,72,2,0,1,0
TXN100545,CUST1596,2026-01-21,07:54:00,21,Female,63936.07,"Dallas, TX",3096,None,PROD979,Electronics,5,1122.9,5614.5,Crypto,None,Mobile App,Tablet,Firefox,26.206.20.80,107,64.62,5.07,66.7,0,1,0,0,52.4,6914.34,64.62,0,4.8,30,0,1,0,0
TXN100546,CUST1369,2026-04-14,18:29:00,24,Female,44850.87,"Dallas, TX",3257,Gold,PROD183,Home & Kitchen,2,230.3,460.6,Bank Transfer,None,Online,Tablet,Chrome,121.111.64.44,130,134.52,6.18,61.4,0,2,0,0,3.3,17487.6,134.52,3,3.2,37,3,0,3,0
TXN100547,CUST1540,2026-03-16,11:45:00,26,Female,146715.19,"San Antonio, TX",2373,Platinum,PROD375,Clothing,5,1028.81,5144.05,Credit Card,Discover,Mobile App,Tablet,Opera,128.0.58.104,48,378.46,10.4,51.9,8,5,0,1,15.5,18166.08,378.46,1,1.5,35,1,0,0,1
TXN100548,CUST1748,2026-01-19,23:20:00,43,Male,145652.49,"Phoenix, AZ",466,None,PROD102,Sports,2,863.51,1727.02,Crypto,None,Online,Mobile,Chrome,88.105.228.37,37,367.67,11.81,78.2,1,2,1,0,19.5,13603.79,367.67,3,3.6,65,3,2,1,0
TXN100549,CUST1149,2026-02-22,13:17:00,40,Male,133743.88,"Houston, TX",2011,VIP,PROD380,Beauty,1,310.01,310.01,Apple Pay,None,POS,None,None,41.31.30.192,117,271.66,3.14,10.0,0,2,0,0,2.7,31784.22,271.66,2,2.1,84,0,1,0,0
TXN100550,CUST1356,2026-03-19,21:59:00,32,Female,50115.5,"Phoenix, AZ",3443,VIP,PROD499,Home & Kitchen,2,581.62,1163.24,Apple Pay,None,In-Store,None,None,5.120.248.99,56,493.52,8.32,57.8,1,1,0,0,24.7,27637.12,493.52,2,3.9,96,2,2,0,0
TXN100551,CUST1674,2026-05-13,10:35:00,65,Female,27537.45,"San Jose, CA",3629,Standard,PROD347,Home & Kitchen,3,973.56,2920.68,Crypto,None,In-Store,None,None,161.254.1.39,5,177.14,10.38,49.9,0,4,1,0,6.1,885.7,177.14,0,2.9,53,0,2,2,1
TXN100552,CUST1738,2026-04-19,08:34:00,62,Female,98274.04,"San Antonio, TX",2748,None,PROD678,Books,3,124.35,373.05,Apple Pay,None,In-Store,None,None,228.125.166.12,86,191.3,11.41,48.0,0,3,0,0,55.3,16451.8,191.3,3,4.8,32,5,0,0,0
TXN100553,CUST1140,2026-03-01,14:01:00,73,Male,50619.92,"San Antonio, TX",2196,Standard,PROD205,Sports,5,535.12,2675.6,Debit Card,Mastercard,In-Store,None,None,56.189.49.10,65,25.61,8.85,10.9,0,2,1,0,10.1,1664.65,25.61,1,1.4,60,4,0,0,0
TXN100554,CUST1810,2026-06-03,18:19:00,65,Non-Binary,142283.96,"Houston, TX",185,VIP,PROD805,Home & Kitchen,5,208.77,1043.85,Crypto,None,Online,Mobile,Safari,204.210.169.26,22,261.78,3.52,51.9,0,0,1,0,14.5,5759.16,261.78,2,4.7,87,4,2,1,1
TXN100555,CUST1099,2026-06-10,19:30:00,19,Non-Binary,59407.24,"Chicago, IL",3373,Gold,PROD339,Sports,1,881.6,881.6,Debit Card,Mastercard,In-Store,None,None,34.151.235.16,115,128.3,2.1,10.7,2,5,0,0,97.0,14754.5,128.3,2,3.5,68,5,1,1,0
TXN100556,CUST1853,2026-02-10,16:10:00,42,Male,46421.89,"New York, NY",2188,Gold,PROD800,Toys,4,139.14,556.56,Debit Card,Mastercard,Online,Desktop,Edge,28.222.117.180,42,147.75,7.85,50.0,2,5,1,0,53.4,6205.5,147.75,3,1.6,98,5,2,1,0
TXN100557,CUST1435,2026-02-14,20:51:00,71,Female,59896.92,"Phoenix, AZ",2488,Gold,PROD851,Toys,1,243.56,243.56,PayPal,None,POS,None,None,198.238.46.224,148,75.37,10.45,81.1,0,1,0,0,9.6,11154.76,75.37,4,2.9,47,0,2,1,0
TXN100558,CUST1237,2026-02-02,08:12:00,21,Non-Binary,132287.89,"Dallas, TX",3627,Standard,PROD347,Books,5,109.45,547.25,Bank Transfer,None,Online,Mobile,Firefox,86.69.91.12,109,255.44,12.58,12.7,2,1,0,0,32.8,27842.96,255.44,4,1.6,86,0,1,0,0
