CustomerID,Age,Income,TotalSpend,TotalTransactions,PurchaseFrequency,AverageOrderValue,Tenure,MonthlySpend,LastPurchaseDays,SatisfactionScore
CUST_02797,54,138969.48,228593.51,931,7.8,241.57,9.8,1943.82,21,9.2
CUST_02798,45,74123.12,8255.35,113,2.2,71.66,4.0,171.99,36,7.4
CUST_02799,36,117574.24,9334.24,44,0.5,210.79,7.4,105.12,102,1.7
CUST_02800,48,119299.47,162657.51,377,8.1,402.26,4.0,3388.7,8,8.4
CUST_02801,39,39405.94,1203.19,53,1.5,24.17,3.2,31.33,55,5.1
CUST_02802,54,108522.44,7922.71,29,0.3,278.6,7.7,85.74,156,4.0
CUST_02803,61,129532.73,15086.17,52,0.7,297.08,6.8,184.88,183,2.3
CUST_02804,54,104179.81,3443.16,15,0.6,215.83,2.0,143.46,212,2.3
CUST_02805,19,74530.21,18690.94,170,3.3,110.62,4.2,370.85,18,7.0
CUST_02806,44,128599.59,8913.95,32,0.4,296.19,6.8,109.24,147,3.9
CUST_02807,28,48049.22,886.36,25,0.9,36.32,2.1,35.17,69,7.4
CUST_02808,53,140701.9,285959.5,1108,9.2,253.71,8.9,2677.52,22,8.5
CUST_02809,23,78855.86,10395.26,70,2.5,148.28,2.8,309.38,20,7.8
CUST_02810,18,23510.27,526.02,22,0.8,23.97,2.6,16.86,88,6.3
CUST_02811,18,86391.02,2578.6,30,1.5,85.38,1.6,134.3,34,7.3
CUST_02812,18,50803.48,9898.39,72,2.5,132.85,2.1,392.79,28,8.0
CUST_02813,40,39445.36,37.02,1,0.8,36.0,0.1,30.85,63,3.1
CUST_02814,37,105943.89,71954.68,313,7.0,235.51,3.6,1665.62,1,8.0
CUST_02815,31,68813.89,8421.94,97,4.7,86.01,2.0,350.91,29,6.4
CUST_02816,22,35197.13,507.22,14,0.7,34.6,1.9,22.25,47,6.3
CUST_02817,62,58877.38,24624.02,188,3.2,130.06,4.2,488.57,45,7.4
CUST_02818,44,129138.75,71997.98,361,7.3,202.92,4.0,1499.96,19,9.4
CUST_02819,42,94931.61,213047.22,762,7.1,289.37,10.2,1740.58,17,8.1
CUST_02820,26,84647.26,32251.53,230,5.0,139.16,3.9,689.14,24,8.1
CUST_02821,44,131770.91,1861.35,11,0.2,170.21,4.9,31.66,126,2.2
CUST_02822,31,84850.38,21750.83,148,1.9,147.91,6.7,270.53,27,7.6
CUST_02823,18,79860.53,948.28,8,3.5,117.72,0.2,395.12,37,6.4
CUST_02824,44,77866.22,15534.33,148,3.9,107.13,3.1,417.59,42,7.1
CUST_02825,40,80620.84,8600.59,70,2.0,118.28,2.8,255.97,52,7.5
CUST_02826,33,34662.59,844.5,26,0.8,32.55,2.9,24.27,92,5.1
CUST_02827,38,43847.48,487.36,12,0.4,38.33,2.7,15.04,59,5.2
CUST_02828,46,159230.16,112246.3,410,7.2,265.54,4.6,2033.45,6,8.4
CUST_02829,46,58019.73,9594.41,72,2.1,133.56,3.0,266.51,15,7.9
CUST_02830,55,131915.6,143240.27,396,8.5,376.15,4.1,2911.39,1,10.0
CUST_02831,18,,14993.88,225,3.0,65.34,6.2,201.53,25,6.5
CUST_02832,51,48325.43,1488.3,28,0.8,52.41,2.9,42.77,36,7.2
CUST_02833,54,136216.36,119082.1,596,6.6,204.09,7.8,1272.24,36,9.7
CUST_02834,18,46077.65,17635.21,279,3.9,65.46,5.5,267.2,33,6.4
CUST_02835,51,78713.54,6741.07,62,3.3,108.77,1.5,374.5,34,6.6
CUST_02836,48,86283.06,793.23,5,0.1,157.54,3.4,19.44,179,3.7
CUST_02837,64,99973.68,9946.67,44,0.5,224.98,7.5,110.52,196,3.9
CUST_02838,46,124660.6,229242.68,789,10.2,290.52,6.1,3131.73,1,8.4
CUST_02839,25,29585.51,1419.94,27,0.9,50.77,2.2,53.79,54,3.2
CUST_02840,33,47603.54,5517.26,70,1.5,80.35,4.2,109.47,29,8.9
CUST_02841,25,72186.07,34805.22,247,4.7,133.33,4.5,644.54,51,8.2
CUST_02842,18,37877.54,589.76,20,0.5,31.04,3.0,16.38,44,6.8
CUST_02843,47,97941.39,3553.01,20,0.5,181.62,3.2,92.53,170,1.8
CUST_02844,49,95343.08,582.95,4,0.1,151.15,3.3,14.72,150,3.3
CUST_02845,41,76613.29,9347.58,96,4.3,96.73,2.1,370.94,41,7.0
CUST_02846,42,68785.08,19724.19,145,3.2,134.42,4.2,391.35,22,5.3
CUST_02847,20,43551.35,507.19,19,0.9,25.36,1.8,23.48,66,4.5
CUST_02848,27,65962.74,23458.35,183,3.8,127.37,4.3,454.62,11,7.2
CUST_02849,35,49017.26,14652.93,114,2.9,125.35,3.5,348.88,36,6.6
CUST_02850,49,38681.5,3916.66,49,1.4,82.63,3.4,96.0,42,5.8
CUST_02851,18,54055.56,241.09,7,1.6,35.93,0.4,50.23,51,6.5
CUST_02852,54,54808.98,14302.4,116,4.0,118.64,2.6,458.41,51,7.8
CUST_02853,63,144464.71,161608.78,579,8.1,271.45,5.9,2282.61,28,
CUST_02854,58,111862.63,5697.6,29,0.4,195.07,6.2,76.58,174,4.4
CUST_02855,50,122138.2,107347.41,250,9.0,440.98,2.3,3889.4,1,8.0
CUST_02856,28,79123.8,10241.04,91,1.2,104.89,6.3,135.46,41,8.1
CUST_02857,41,98421.04,15600.97,168,4.5,90.61,3.6,361.13,35,5.9
CUST_02858,54,136988.93,171919.63,557,6.9,315.19,6.2,2310.75,1,8.6
CUST_02859,67,147311.83,151137.61,518,9.7,291.31,4.2,2998.76,11,7.3
CUST_02860,65,155142.16,95577.16,468,7.2,213.57,5.4,1474.96,12,7.3
CUST_02861,24,27259.11,507.2,15,1.2,33.69,1.1,38.42,24,5.8
CUST_02862,27,68259.78,15898.14,170,4.0,94.84,3.2,414.01,45,5.4
CUST_02863,57,133576.47,3011.42,18,0.3,156.12,5.5,45.63,158,4.7
CUST_02864,32,88671.63,5669.89,51,2.8,108.69,1.4,337.49,38,6.8
CUST_02865,52,90935.16,8161.03,96,2.7,91.99,3.2,212.53,50,6.5
CUST_02866,20,52317.63,11585.63,112,1.8,98.03,4.7,205.42,36,5.3
CUST_02867,40,67131.47,986.77,8,3.4,121.87,0.2,411.15,37,7.8
CUST_02868,32,40841.22,75.51,3,0.3,24.06,0.9,6.99,44,8.4
CUST_02869,28,64173.44,17578.03,106,2.8,164.46,3.1,472.53,9,9.6
CUST_02870,39,86422.28,14275.38,174,4.0,81.67,3.5,339.89,14,10.0
CUST_02871,49,26569.77,2193.74,49,1.4,45.92,2.9,63.04,59,8.4
CUST_02872,55,84586.12,2295.05,11,0.2,204.63,5.1,37.5,153,4.1
CUST_02873,37,38106.71,1494.16,41,1.3,35.29,2.4,51.88,15,8.5
CUST_02874,27,82432.0,12070.46,157,4.6,81.15,2.9,346.85,24,6.7
CUST_02875,35,36784.3,1583.02,33,1.0,49.18,2.7,48.86,88,7.8
CUST_02876,42,77085.31,37364.56,309,4.4,125.56,6.7,464.73,14,5.3
CUST_02877,45,,8181.16,94,3.6,82.61,2.2,309.89,43,7.9
CUST_02878,45,77033.03,16609.78,111,3.0,144.77,3.0,461.38,41,7.7
CUST_02879,39,81771.75,23384.38,185,2.6,127.78,5.2,374.75,31,7.5
CUST_02880,53,103707.47,59487.44,244,6.2,236.18,3.3,1502.21,10,8.7
CUST_02881,51,79420.07,1021.6,9,2.7,118.37,0.3,283.78,5,7.3
CUST_02882,31,25532.06,574.0,24,0.9,23.7,2.3,20.8,87,6.9
CUST_02883,34,69021.28,8778.79,164,3.0,52.07,4.8,152.41,42,6.3
CUST_02884,41,176446.76,163465.11,535,7.5,310.58,5.2,2619.63,2,9.8
CUST_02885,52,137326.47,302585.46,978,11.0,309.47,8.1,3113.02,13,9.2
CUST_02886,40,141622.7,1908.43,7,0.3,268.58,2.0,79.52,143,5.1
CUST_02887,19,55318.47,12830.06,120,3.6,103.34,2.5,427.67,27,8.8
CUST_02888,56,65784.3,559.08,5,1.0,117.18,0.4,116.48,44,7.3
CUST_02889,29,28563.66,725.86,64,1.6,11.4,2.8,21.6,63,4.5
CUST_02890,18,25960.19,1943.59,36,1.1,55.52,2.5,64.79,65,3.5
CUST_02891,35,51204.31,7063.91,60,3.8,115.83,1.3,452.81,43,6.8
CUST_02892,37,31692.78,1478.09,42,1.0,35.52,3.3,37.33,70,
CUST_02893,45,36963.5,887.33,18,0.8,48.12,2.0,36.97,82,5.4
CUST_02894,18,27784.25,1007.69,30,1.4,35.0,1.8,46.65,50,3.5
CUST_02895,60,154225.7,196780.48,739,9.4,270.12,7.1,2309.63,9,8.9
CUST_02896,28,35933.0,1588.17,26,1.6,57.62,1.2,110.29,61,7.1
CUST_02897,44,64550.69,8890.56,107,2.4,83.6,4.2,176.4,42,7.7
CUST_02898,70,69667.95,13648.3,121,4.1,109.25,2.5,454.94,25,6.6
CUST_02899,35,87816.77,18058.06,113,2.4,165.04,4.3,349.96,21,6.4
CUST_02900,56,177439.02,107585.14,394,4.9,285.81,6.2,1446.04,8,7.6
CUST_02901,28,164597.65,213460.91,607,9.6,337.44,5.2,3420.85,1,10.0
CUST_02902,38,52029.56,1982.5,65,1.4,29.78,3.9,42.36,47,4.7
CUST_02903,43,92168.14,102148.24,490,5.5,211.11,8.2,1038.09,2,7.6
CUST_02904,33,61301.26,26321.48,213,3.8,117.8,4.2,522.25,31,6.9
CUST_02905,27,59805.08,7918.15,75,1.4,107.58,4.8,137.47,30,7.9
CUST_02906,30,140312.02,55860.58,266,3.7,215.54,6.2,750.81,18,7.2
CUST_02907,39,87534.61,4035.97,21,0.2,192.1,8.6,39.11,235,3.4
CUST_02908,40,70482.05,39259.58,239,3.6,165.61,5.3,617.29,64,7.5
CUST_02909,37,74454.31,6248.53,97,3.3,66.74,2.5,208.28,24,8.1
CUST_02910,44,70090.65,26482.5,270,4.7,98.43,4.3,513.23,13,7.9
CUST_02911,44,83395.44,3208.75,27,1.7,117.95,1.3,205.69,37,6.8
CUST_02912,59,139752.74,222592.86,1012,9.3,214.61,8.0,2318.68,11,8.0
CUST_02913,35,30893.81,48.02,1,1.0,44.47,0.1,40.02,68,5.7
CUST_02914,44,159264.94,7429.44,34,0.8,210.77,3.4,182.09,121,
CUST_02915,21,63067.64,7393.89,61,1.6,125.19,3.4,181.22,20,5.6
CUST_02916,19,52407.63,31.35,1,1.1,28.98,0.1,26.12,56,6.6
CUST_02917,35,29554.43,223.49,5,1.1,44.63,0.4,46.56,57,6.4
CUST_02918,25,28383.7,1221.63,29,1.1,41.71,2.0,50.9,77,4.8
CUST_02919,56,66864.29,8572.79,84,1.9,104.18,3.3,216.48,42,8.0
CUST_02920,56,79803.52,13338.66,148,2.8,90.15,4.0,277.89,49,8.2
CUST_02921,25,82846.44,16142.78,128,2.1,126.21,4.7,286.22,19,4.5
CUST_02922,28,37062.52,2431.46,56,2.0,42.55,1.9,106.64,68,6.4
CUST_02923,25,42435.83,908.89,29,1.0,30.51,2.4,31.56,25,5.1
CUST_02924,47,128882.51,175967.42,582,7.0,305.83,6.1,2403.93,10,8.5
CUST_02925,31,66864.69,497.17,12,5.2,40.0,0.2,207.15,42,5.8
CUST_02926,34,108036.5,2889.33,19,0.2,154.6,7.5,32.1,101,3.5
CUST_02927,19,45309.7,467.47,8,1.1,56.54,0.6,64.93,66,3.5
CUST_02928,52,99581.0,12711.6,61,1.0,212.58,5.9,179.54,183,2.4
CUST_02929,27,43985.52,1256.05,26,1.0,50.01,2.2,47.58,105,4.3
CUST_02930,32,93871.13,28451.7,243,2.9,118.14,7.1,333.94,40,7.5
CUST_02931,40,92472.86,1153.84,9,2.5,129.16,0.3,320.51,27,7.5
CUST_02932,40,,1502.56,39,1.5,39.7,2.3,54.44,57,3.8
CUST_02933,34,140117.9,1229903.69,545,8.0,390.19,5.6,3128.48,17,9.5
CUST_02934,52,71913.85,23166.07,182,4.1,129.39,3.6,536.25,23,4.8
CUST_02935,28,20000.0,155.91,5,0.6,31.18,0.8,16.24,85,
CUST_02936,50,155812.67,70163.78,246,3.0,280.61,6.8,859.85,9,
CUST_02937,18,26489.2,1085.96,21,1.4,51.84,1.3,69.61,66,5.9
CUST_02938,50,88970.32,10115.97,128,3.9,81.31,2.5,337.2,29,7.9
CUST_02939,40,97190.21,2953.06,18,0.6,165.87,2.4,102.54,123,4.8
CUST_02940,38,158812.16,219982.89,806,9.3,265.05,7.7,2380.77,1,8.4
CUST_02941,32,57264.09,22064.06,194,3.0,116.04,5.0,367.73,37,7.3
CUST_02942,39,67418.74,31349.65,292,4.0,110.55,6.1,428.27,28,7.1
CUST_02943,43,94499.1,6446.85,47,3.9,143.8,1.0,537.24,12,7.0
CUST_02944,19,38444.24,453.48,14,0.8,33.07,1.6,23.62,83,6.1
CUST_02945,32,36284.97,1556.26,26,0.8,58.41,2.7,48.03,34,3.6
CUST_02946,26,88010.3,260280.98,755,8.6,352.47,6.8,3189.72,14,7.8
CUST_02947,44,61487.36,14876.06,169,3.2,88.12,4.5,275.48,14,7.5
CUST_02948,43,69632.3,5850.2,77,2.7,77.11,2.1,232.15,46,4.8
CUST_02949,49,70860.94,24004.41,215,3.8,113.52,4.4,454.63,29,8.4
CUST_02950,29,133639.44,4682.64,16,0.4,281.57,3.5,111.49,260,3.4
CUST_02951,18,41831.4,485.38,12,0.5,40.63,2.0,20.22,32,6.1
CUST_02952,20,20000.0,44.02,1,0.7,44.02,0.1,36.68,96,7.7
CUST_02953,18,33203.75,681.37,13,0.9,54.93,1.3,43.68,69,6.9
CUST_02954,64,48527.13,11654.01,102,3.8,118.0,2.6,373.53,50,6.8
CUST_02955,50,88363.12,11624.28,43,0.5,280.19,8.3,116.71,223,1.7
CUST_02956,45,42448.69,818.36,25,1.2,31.91,1.8,37.89,99,5.9
CUST_02957,38,29953.17,1450.04,35,1.3,41.69,2.3,52.54,79,4.8
CUST_02958,33,28963.25,605.37,17,0.7,35.54,2.0,25.22,21,5.8
CUST_02959,36,49269.18,21696.72,183,4.0,119.46,4.1,440.99,46,6.6
CUST_02960,27,35593.4,80.36,3,0.1,26.95,2.2,3.04,90,4.8
CUST_02961,42,138696.78,100950.66,353,10.7,278.12,2.8,3004.48,15,9.2
CUST_02962,22,71116.95,15700.41,100,2.7,152.36,3.0,436.12,19,7.5
CUST_02963,52,77721.62,24988.58,193,3.8,122.88,5.7,365.33,40,7.9
CUST_02964,43,76358.78,16905.36,78,0.8,222.6,8.1,173.92,135,1.3
CUST_02965,30,24208.4,56.98,2,0.9,28.83,0.2,23.74,73,5.6
CUST_02966,23,21360.68,140.62,6,0.6,23.3,1.0,11.72,56,
CUST_02967,28,36923.29,294.87,13,1.1,21.66,1.0,24.57,37,5.7
CUST_02968,46,85010.99,20895.5,201,2.8,,6.4,272.08,19,5.8
CUST_02969,50,87930.83,2891.61,12,0.1,234.32,8.7,27.7,114,2.2
CUST_02970,44,61861.79,10757.41,67,2.4,163.55,2.6,344.79,25,7.3
CUST_02971,35,75321.26,12663.21,101,3.0,121.82,2.4,439.69,22,8.4
CUST_02972,56,155162.32,68001.53,222,3.0,305.46,5.6,1011.93,3,8.9
CUST_02973,20,,32.78,1,1.1,32.78,0.1,27.32,45,6.8
CUST_02974,44,42134.5,452.48,13,1.2,34.93,1.0,37.71,93,6.1
CUST_02975,20,68369.15,5615.31,55,2.4,100.25,2.0,233.97,39,8.2
CUST_02976,39,170316.9,56685.08,154,5.8,402.9,2.1,2249.41,8,7.8
CUST_02977,18,33511.79,1934.86,52,1.2,36.22,3.6,44.79,61,4.3
CUST_02978,42,146086.02,136360.91,531,6.3,268.61,7.7,1475.77,10,9.1
CUST_02979,24,36611.96,1693.31,53,1.1,,3.7,38.14,39,4.9
CUST_02980,56,103755.46,5535.05,34,0.4,163.33,7.2,64.06,186,2.2
CUST_02981,33,53641.27,11817.72,91,4.1,141.44,1.8,547.12,51,8.4
CUST_02982,33,81980.89,18301.64,161,2.3,115.81,5.4,282.43,33,5.1
CUST_02983,33,29283.43,1061.9,25,0.6,41.95,3.3,,67,3.6
CUST_02984,26,37858.23,1960.85,38,0.9,48.87,3.2,51.06,78,6.5
CUST_02985,45,67881.41,14042.32,103,4.8,133.05,1.7,688.35,33,7.9
CUST_02986,52,86209.05,11633.59,54,0.9,209.74,5.3,182.92,176,4.7
CUST_02987,44,116716.33,80130.46,436,6.4,196.51,5.7,1171.5,5,8.8
CUST_02988,49,91605.53,19674.61,177,4.3,112.17,3.1,528.89,12,7.2
CUST_02989,23,42345.85,189.83,9,0.4,20.0,2.0,7.91,64,2.7
CUST_02990,24,36848.24,538.56,10,1.3,52.29,0.7,64.11,39,5.4
CUST_02991,54,139967.31,54748.58,243,7.2,228.82,2.7,1689.77,4,9.8
CUST_02992,48,37371.42,623.58,15,0.9,41.43,1.4,37.12,60,7.6
CUST_02993,39,81955.63,16897.28,120,3.2,136.79,3.6,391.14,48,5.4
CUST_02994,37,102745.64,19258.37,127,3.7,147.42,2.7,594.39,18,6.8
CUST_02995,29,142611.48,257003.94,689,8.8,374.43,6.3,3399.52,1,7.3
CUST_02996,31,39834.43,151.32,4,0.7,38.11,0.4,31.52,70,5.4
CUST_02997,33,138649.82,48293.46,188,7.0,253.52,2.2,1829.3,42,8.7
CUST_02998,30,83859.22,31143.86,220,2.9,,5.4,480.62,5,4.6
CUST_02999,47,65671.26,23793.58,301,3.1,79.99,7.5,264.37,60,7.9
CUST_03000,45,30307.76,193.24,12,0.5,17.05,2.4,6.71,83,5.2
CUST_03001,20,23894.92,770.94,24,0.9,32.2,2.2,29.2,48,6.8
CUST_03002,18,40047.77,170.75,12,0.4,14.79,2.6,5.47,79,
CUST_03003,56,103771.01,17399.23,159,3.1,103.43,4.3,337.19,9,6.9
CUST_03004,32,62457.39,20114.29,155,3.3,133.59,4.2,399.09,28,7.9
CUST_03005,38,80946.0,8649.32,217,5.0,40.0,3.4,211.99,44,8.1
CUST_03006,18,49599.72,872.66,21,0.9,42.46,2.0,36.36,87,6.0
CUST_03007,49,123432.44,8355.78,64,0.6,132.62,8.1,85.96,114,4.5
CUST_03008,42,,184125.42,673,8.1,266.91,6.4,2397.47,5,9.5
CUST_03009,18,,424.96,11,1.5,37.45,0.6,59.02,55,3.9
CUST_03010,43,96566.8,207414.06,636,11.6,319.83,4.8,3600.94,30,7.8
CUST_03011,33,61440.33,2605.22,29,3.6,87.3,0.7,310.15,37,7.1
CUST_03012,24,53959.63,9072.04,66,1.9,139.66,2.9,260.69,55,8.1
CUST_03013,42,72919.17,11546.7,79,4.0,151.13,1.6,601.39,29,7.2
CUST_03014,28,67031.44,4808.64,40,2.9,122.98,1.2,333.93,39,7.5
CUST_03015,18,72720.13,24952.82,171,3.2,144.06,4.6,452.04,33,7.6
CUST_03016,25,80793.34,10435.57,150,2.5,67.12,4.9,177.48,28,
CUST_03017,35,31088.93,297.23,11,0.3,28.06,2.9,8.54,45,6.2
CUST_03018,18,67879.64,13569.52,123,3.6,111.51,2.8,,20,
CUST_03019,37,108330.32,72779.35,223,6.0,329.06,3.1,1956.43,5,7.3
CUST_03020,22,42104.42,510.79,17,1.1,30.76,1.3,32.74,80,5.3
CUST_03021,23,67965.7,44264.05,349,5.0,124.6,6.8,542.45,32,7.5
CUST_03022,41,71401.7,17807.39,172,3.4,100.52,4.3,345.1,17,6.7
CUST_03023,37,34748.3,569.95,21,0.8,25.28,2.4,19.79,59,4.5
CUST_03024,24,90084.55,12930.85,77,2.5,158.54,2.7,399.1,47,6.8
CUST_03025,49,134105.29,102151.92,383,8.4,260.54,4.1,2076.26,14,8.9
CUST_03026,48,82254.3,8922.22,100,2.1,90.47,4.3,172.91,39,7.8
CUST_03027,36,142785.65,7472.19,50,0.8,146.34,5.6,111.19,167,1.6
CUST_03028,39,78486.41,7699.79,150,2.4,54.53,4.4,145.83,39,6.7
CUST_03029,25,27383.01,1025.96,20,0.9,50.3,1.9,45.0,15,4.0
CUST_03030,43,38526.02,15485.06,152,5.5,100.77,2.1,614.49,45,5.3
CUST_03031,51,129818.2,162870.81,657,8.6,247.33,6.0,2262.09,2,9.1
CUST_03032,39,51553.56,18089.57,197,4.2,94.03,3.7,407.42,54,6.2
CUST_03033,30,47282.62,1263.39,20,1.3,61.7,1.2,87.74,69,5.1
CUST_03034,37,172615.07,318334.98,1180,10.4,278.03,8.1,3275.05,7,9.1
CUST_03035,44,58357.81,3566.53,29,3.9,119.21,0.6,495.35,35,5.7
CUST_03036,33,62749.94,12153.52,91,3.4,131.19,2.6,389.54,39,7.4
CUST_03037,39,69378.4,10193.58,76,3.2,132.42,2.0,424.73,33,6.2
CUST_03038,34,84016.79,8705.15,54,1.4,166.11,3.5,207.27,158,3.1
CUST_03039,59,150734.35,152330.93,524,7.8,296.51,6.3,2014.96,1,8.8
CUST_03040,32,76412.19,16723.85,182,3.0,96.18,4.9,284.42,29,4.7
CUST_03041,47,109772.22,145882.86,497,7.3,286.31,6.8,1787.78,12,9.4
CUST_03042,43,94360.77,12828.12,57,0.7,224.81,6.7,159.55,101,
CUST_03043,50,80961.54,76088.95,296,8.6,261.27,3.3,1921.44,22,8.4
CUST_03044,37,52480.12,8326.03,106,2.9,78.87,3.1,223.82,33,6.6
CUST_03045,34,27917.38,508.32,16,0.6,30.8,2.1,20.17,72,6.1
CUST_03046,25,32844.72,223.35,5,1.5,46.25,0.3,62.04,81,3.7
CUST_03047,30,66981.81,1364.39,9,4.1,153.62,0.2,,65,6.0
CUST_03048,39,91842.27,4682.85,91,2.6,54.02,3.0,130.08,51,7.2
CUST_03049,29,76257.86,16336.4,163,3.4,103.49,3.8,358.25,59,7.1
CUST_03050,57,80461.75,21554.88,156,3.1,139.22,4.1,,36,6.2
CUST_03051,26,78337.27,10243.09,70,3.1,141.72,1.9,449.26,39,6.4
CUST_03052,54,80218.13,7212.11,59,1.0,119.93,5.3,113.4,47,9.1
CUST_03053,20,90091.72,11652.71,91,1.2,124.36,6.5,149.39,44,6.8
CUST_03054,32,82017.81,12470.98,91,3.0,134.37,2.4,433.02,61,7.8
CUST_03055,31,30868.82,421.41,12,1.3,36.16,0.8,43.9,93,5.4
CUST_03056,40,114257.58,2213.17,7,0.1,300.87,5.8,31.8,131,4.3
CUST_03057,48,53108.06,4896.33,57,2.9,84.03,1.7,240.02,60,7.0
CUST_03058,53,152840.93,185915.18,498,7.6,354.23,6.0,2582.16,13,10.0
CUST_03059,34,129214.03,95174.0,307,9.6,295.19,2.3,3448.33,1,8.6
CUST_03060,32,83276.09,7874.5,45,0.5,175.47,7.1,92.42,219,1.7
CUST_03061,33,64415.16,19040.07,181,3.2,,4.6,344.93,7,8.2
CUST_03062,42,142891.53,93192.61,270,5.7,369.96,4.0,1941.51,6,
CUST_03063,18,83390.1,26467.92,289,4.8,91.13,4.5,490.15,49,8.7
CUST_03064,21,73995.93,9423.28,80,2.1,117.93,3.4,230.96,17,7.6
CUST_03065,64,68936.5,27829.77,192,4.6,147.78,3.3,702.77,25,8.0
CUST_03066,18,56938.23,17925.86,175,2.7,,5.4,276.63,21,6.0
CUST_03067,25,130921.24,140431.68,601,8.0,230.08,6.4,1828.54,2,8.7
CUST_03068,39,91632.17,2802.41,15,0.4,198.02,3.3,70.77,140,3.3
CUST_03069,37,75461.53,37719.36,262,3.8,138.64,5.2,604.48,22,6.6
CUST_03070,36,359845.91,355.94,13,1.1,26.68,1.2,24.72,77,5.8
CUST_03071,18,31527.41,4089.21,63,1.0,65.61,4.6,74.08,28,6.8
CUST_03072,18,71996.47,20511.9,239,4.0,86.02,4.6,371.59,50,6.6
CUST_03073,36,65500.17,9787.64,87,4.8,111.44,1.5,543.76,51,8.3
CUST_03074,26,90241.91,14419.7,114,2.2,123.47,4.4,273.1,19,9.0
CUST_03075,47,70932.77,10305.99,111,1.6,87.52,5.8,148.07,31,9.7
CUST_03076,19,21341.55,151.91,5,1.3,30.87,0.3,42.2,61,6.8
CUST_03077,46,109491.23,7977.43,38,0.4,201.68,7.2,92.33,170,4.2
CUST_03078,37,64485.6,234367.66,808,9.4,292.0,6.9,2830.53,1,9.2
CUST_03079,47,153261.69,94509.74,485,8.6,197.22,4.6,1712.13,8,7.4
CUST_03080,49,79164.23,143.3,1,0.0,143.3,7.9,1.51,131,3.5
CUST_03081,24,30316.47,864.97,15,0.8,55.85,1.8,40.04,82,5.4
CUST_03082,50,38933.29,349.34,8,1.0,44.43,0.8,36.39,47,4.4
CUST_03083,39,66596.67,28778.32,316,3.9,90.78,6.2,386.81,41,8.6
CUST_03084,21,56658.33,14839.8,139,3.2,108.43,3.5,353.33,30,6.8
CUST_03085,33,44071.54,2065.13,34,1.9,61.53,1.4,122.92,98,6.6
CUST_03086,50,32679.08,243.11,9,0.7,25.96,1.0,20.26,68,6.2
CUST_03087,40,71813.53,29311.43,228,4.9,128.6,3.7,660.17,48,7.4
CUST_03088,28,94652.94,189793.17,797,6.4,242.99,9.7,1630.53,3,9.8
CUST_03089,51,98631.63,19174.55,168,3.2,115.64,4.7,339.97,21,8.7
CUST_03090,29,65870.88,5212.46,38,1.0,136.03,3.0,144.79,20,8.0
CUST_03091,32,65138.72,13595.9,86,4.6,158.34,1.5,755.33,49,7.5
CUST_03092,49,128905.04,11007.97,68,0.9,161.87,5.7,160.94,204,4.7
CUST_03093,24,59414.56,9427.59,104,3.6,91.47,3.4,231.07,36,4.9
CUST_03094,37,41496.28,2076.67,60,1.1,33.56,3.8,45.54,39,4.7
CUST_03095,44,118829.06,70672.22,379,7.4,183.3,4.0,1472.34,10,10.0
CUST_03096,46,33531.34,481.63,26,0.9,18.65,2.4,16.72,26,5.9
CUST_03097,43,146614.77,12522.69,67,1.1,186.18,5.5,189.74,246,3.8
CUST_03098,50,127205.9,226565.03,856,10.9,271.31,6.7,2817.97,2,9.1
CUST_03099,36,141092.58,245831.19,633,8.7,389.22,5.9,3472.19,18,8.8
CUST_03100,43,88052.38,22982.18,194,4.6,120.97,3.1,617.8,5,8.2
CUST_03101,32,161479.32,253450.34,806,8.2,312.62,7.3,2893.27,22,9.8
CUST_03102,38,23904.43,2271.73,72,1.4,31.65,4.1,46.17,45,6.8
CUST_03103,30,88825.43,4288.19,23,0.5,187.8,3.7,96.58,124,2.1
CUST_03104,30,54148.52,28927.27,236,4.3,122.05,4.5,535.69,55,6.3
CUST_03105,29,78634.03,17527.96,159,3.2,109.26,4.5,324.59,19,4.3
CUST_03106,44,86727.36,7362.16,79,2.6,90.24,2.7,,29,8.3
CUST_03107,20,40163.76,69.34,2,0.1,33.88,1.4,4.13,105,4.9
CUST_03108,42,140202.11,189567.87,793,10.6,232.42,5.9,2677.51,3,8.8
CUST_03109,41,75533.28,910.76,8,3.6,115.06,0.2,379.48,28,7.0
CUST_03110,37,69301.06,26696.86,230,2.8,115.08,7.3,304.76,28,8.1
CUST_03111,40,67801.34,953.56,9,3.4,100.71,0.2,397.32,34,5.9
CUST_03112,55,84851.15,39111.41,307,4.3,127.77,6.1,534.31,17,9.2
CUST_03113,20,32852.74,1711.68,38,1.2,44.87,2.8,50.94,54,5.0
CUST_03114,70,139017.15,115713.17,391,6.1,294.68,5.2,1854.38,7,10.0
CUST_03115,69,145246.73,162368.03,600,7.3,271.46,6.5,2081.64,2,7.5
CUST_03116,30,38438.16,1726.85,51,1.1,32.6,4.2,34.26,31,4.2
CUST_03117,18,50024.34,496.45,19,0.7,26.48,2.3,17.99,43,5.0
CUST_03118,58,139251.41,87378.06,400,12.1,211.59,2.6,2800.58,17,7.8
CUST_03119,33,63049.5,27101.96,306,4.2,86.57,5.4,418.24,35,6.0
CUST_03120,30,63153.67,14568.98,97,3.6,150.47,2.2,551.86,34,6.0
CUST_03121,40,75142.11,21784.17,188,5.1,117.32,3.2,567.3,43,4.7
