CustomerID,Age,Income,Membership,Tenure,TotalSpend,TotalTransactions,AvgOrderValue,PurchaseFrequency
CUST028524,43,112346,Gold,0.5,1141.36,8,142.67,16.0
CUST028525,27,83510,Silver,5.2,1987.44,28,70.98,5.4
CUST028526,51,15000,Free,3.3,291.6,9,32.4,2.7
CUST028527,31,138606,Gold,3.4,6489.56,44,147.49,12.9
CUST028528,25,75094,Free,3.5,596.47,7,85.21,2.0
CUST028529,72,75459,Silver,3.2,1315.02,14,93.93,4.4
CUST028530,44,41145,Bronze,4.9,1018.08,16,63.63,3.3
CUST028531,27,29653,Free,4.6,215.7,5,43.14,1.1
CUST028532,74,41076,Free,2.6,389.16,6,64.86,2.3
CUST028533,67,112497,Bronze,3.4,1839.06,17,108.18,5.0
CUST028534,32,83487,Gold,4.6,4587.0,44,104.25,9.6
CUST028535,54,61626,Silver,1.3,597.1,10,59.71,7.7
CUST028536,39,57598,Silver,5.8,2517.76,28,89.92,4.8
CUST028537,62,74070,Gold,0.7,1195.3,10,119.53,14.3
CUST028538,67,83787,Bronze,0.2,111.49,1,111.49,5.0
CUST028539,48,60765,Free,1.3,204.93,3,68.31,2.3
CUST028540,19,135415,Platinum,0.8,6529.01,23,283.87,28.8
CUST028541,62,94179,Bronze,4.6,1651.63,23,71.81,5.0
CUST028542,48,27876,Free,5.4,332.28,6,55.38,1.1
CUST028543,31,93294,Silver,1.1,747.3,10,74.73,9.1
CUST028544,27,58165,Bronze,5.0,2257.2,27,83.6,5.4
CUST028545,47,39471,Free,3.1,133.98,2,66.99,0.6
CUST028546,53,15000,Free,0.8,40.25,1,40.25,1.2
CUST028547,64,65268,Bronze,5.1,1578.36,28,56.37,5.5
CUST028548,57,78308,Free,1.3,210.04,2,105.02,1.5
CUST028549,32,69700,Bronze,2.5,1015.56,14,72.54,5.6
CUST028550,31,34974,Free,3.4,148.29,3,49.43,0.9
CUST028551,48,74227,Bronze,2.2,646.2,10,64.62,4.5
CUST028552,46,116592,Platinum,3.6,18600.75,75,248.01,20.8
CUST028553,44,63878,Silver,5.4,2193.68,34,64.52,6.3
CUST028554,38,56884,Silver,5.8,3562.12,43,82.84,7.4
CUST028555,26,37672,Free,4.6,174.6,3,58.2,0.7
CUST028556,37,49257,Bronze,4.0,1019.9,14,72.85,3.5
CUST028557,52,79742,Silver,3.3,1422.45,15,94.83,4.5
CUST028558,75,37079,Free,5.0,271.26,6,45.21,1.2
CUST028559,32,44943,Free,1.2,165.42,3,55.14,2.5
CUST028560,41,39846,Silver,2.8,875.29,13,67.33,4.6
CUST028561,66,62094,Silver,4.4,1886.72,32,58.96,7.3
CUST028562,74,50999,Silver,2.5,1234.17,21,58.77,8.4
CUST028563,33,66521,Bronze,2.5,985.56,12,82.13,4.8
CUST028564,53,130150,Gold,0.4,561.87,3,187.29,7.5
CUST028565,28,36297,Free,3.7,257.22,6,42.87,1.6
CUST028566,74,22233,Free,3.7,246.3,6,41.05,1.6
CUST028567,25,82789,Silver,6.0,2420.88,28,86.46,4.7
CUST028568,20,46840,Free,0.8,122.68,2,61.34,2.5
CUST028569,36,37709,Free,3.6,620.01,9,68.89,2.5
CUST028570,63,37237,Free,2.7,480.48,7,68.64,2.6
CUST028571,58,65400,Silver,0.5,167.82,2,83.91,4.0
CUST028572,20,46087,Silver,3.5,1383.96,19,72.84,5.4
CUST028573,53,53342,Free,3.7,348.15,5,69.63,1.4
CUST028574,42,71465,Gold,5.2,5647.19,43,131.33,8.3
CUST028575,53,66671,Bronze,5.2,2077.0,31,67.0,6.0
CUST028576,28,159648,Platinum,0.6,2521.71,9,280.19,15.0
CUST028577,68,108974,Platinum,4.6,16653.49,73,228.13,15.9
CUST028578,33,77856,Silver,2.0,1133.16,12,94.43,6.0
CUST028579,72,49920,Free,1.2,118.08,2,59.04,1.7
CUST028580,71,49367,Free,6.2,1265.82,17,74.46,2.7
CUST028581,34,70746,Bronze,4.2,904.05,15,60.27,3.6
CUST028582,59,15854,Free,2.1,150.84,3,50.28,1.4
CUST028583,41,79530,Silver,5.5,1661.98,23,72.26,4.2
CUST028584,34,85846,Gold,0.9,826.48,8,103.31,8.9
CUST028585,65,149465,Platinum,1.8,10106.4,40,252.66,22.2
CUST028586,37,54508,Free,5.8,1169.6,17,68.8,2.9
CUST028587,39,39819,Free,4.7,326.7,5,65.34,1.1
CUST028588,23,41253,Free,2.2,416.58,6,69.43,2.7
CUST028589,24,41074,Free,5.1,321.24,6,53.54,1.2
CUST028590,31,56043,Free,0.8,154.62,2,77.31,2.5
CUST028591,28,61168,Free,3.8,758.79,9,84.31,2.4
CUST028592,29,52633,Free,2.2,56.8,1,56.8,0.5
CUST028593,63,69291,Free,1.4,236.1,3,78.7,2.1
CUST028594,22,104960,Silver,5.4,3845.1,42,91.55,7.8
CUST028595,22,78191,Bronze,3.7,1777.01,17,104.53,4.6
CUST028596,37,110766,Bronze,3.2,1345.32,12,112.11,3.8
CUST028597,71,64733,Bronze,4.1,1314.18,14,93.87,3.4
CUST028598,72,58728,Free,5.0,623.12,8,77.89,1.6
CUST028599,75,106284,Gold,5.9,8171.5,59,138.5,10.0
CUST028600,32,88833,Free,1.0,203.9,2,101.95,2.0
CUST028601,43,41229,Silver,4.4,1120.75,25,44.83,5.7
CUST028602,50,46934,Free,5.7,585.0,12,48.75,2.1
CUST028603,74,95645,Platinum,4.2,30253.2,136,222.45,32.4
CUST028604,47,64794,Gold,2.0,2937.9,35,83.94,17.5
CUST028605,41,58437,Free,1.2,107.7,2,53.85,1.7
CUST028606,40,75036,Platinum,2.3,13677.3,78,175.35,33.9
CUST028607,26,15000,Bronze,2.3,266.45,5,53.29,2.2
CUST028608,20,89021,Silver,5.4,5215.0,50,104.3,9.3
CUST028609,75,82051,Free,5.0,452.58,6,75.43,1.2
CUST028610,53,53351,Free,6.4,275.8,5,55.16,0.8
CUST028611,65,113467,Gold,1.6,4273.17,23,185.79,14.4
CUST028612,24,36292,Free,4.7,335.52,8,41.94,1.7
CUST028613,39,53424,Gold,3.2,4119.78,34,121.17,10.6
CUST028614,31,50519,Free,5.8,935.62,14,66.83,2.4
CUST028615,65,52755,Free,5.9,1430.89,17,84.17,2.9
CUST028616,46,52227,Bronze,4.1,816.42,11,74.22,2.7
CUST028617,67,24759,Free,0.6,50.83,1,50.83,1.7
CUST028618,33,143887,Platinum,0.5,1655.91,9,183.99,18.0
CUST028619,65,52494,Free,5.1,1092.0,15,72.8,2.9
CUST028620,51,57625,Free,2.1,217.47,3,72.49,1.4
CUST028621,27,41062,Bronze,4.7,953.6,16,59.6,3.4
CUST028622,24,46405,Silver,4.4,2667.06,33,80.82,7.5
CUST028623,42,111101,Platinum,1.6,7128.52,49,145.48,30.6
CUST028624,44,42090,Free,2.2,385.05,5,77.01,2.3
CUST028625,32,40526,Bronze,0.7,207.6,3,69.2,4.3
CUST028626,49,37176,Silver,6.2,3203.32,53,60.44,8.5
CUST028627,45,38215,Free,0.6,128.74,2,64.37,3.3
CUST028628,26,59559,Bronze,4.9,1736.46,22,78.93,4.5
CUST028629,24,52135,Silver,4.7,2294.62,31,74.02,6.6
CUST028630,73,55652,Free,5.0,643.04,8,80.38,1.6
CUST028631,33,41595,Free,4.4,152.34,3,50.78,0.7
CUST028632,43,67182,Bronze,3.1,695.42,11,63.22,3.5
CUST028633,52,81789,Silver,2.2,1298.7,13,99.9,5.9
CUST028634,34,28608,Free,4.4,550.77,11,50.07,2.5
CUST028635,40,66695,Free,1.7,339.56,4,84.89,2.4
CUST028636,25,66613,Free,6.2,605.1,10,60.51,1.6
CUST028637,19,87927,Platinum,3.9,24985.8,108,231.35,27.7
CUST028638,48,43908,Bronze,3.1,575.36,8,71.92,2.6
CUST028639,74,21874,Free,4.6,365.92,8,45.74,1.7
CUST028640,69,33556,Free,2.1,242.6,5,48.52,2.4
CUST028641,75,31184,Free,5.2,183.4,4,45.85,0.8
CUST028642,74,25451,Free,5.6,613.8,10,61.38,1.8
CUST028643,49,107710,Silver,3.4,2037.76,16,127.36,4.7
CUST028644,46,67970,Bronze,4.1,1078.56,16,67.41,3.9
CUST028645,20,68210,Silver,0.8,273.36,4,68.34,5.0
CUST028646,25,25817,Free,5.5,394.08,8,49.26,1.5
CUST028647,19,38297,Free,1.7,274.65,5,54.93,2.9
CUST028648,48,72900,Bronze,0.3,98.6,1,98.6,3.3
CUST028649,68,59349,Bronze,0.5,214.62,3,71.54,6.0
CUST028650,66,67051,Free,6.1,1585.42,17,93.26,2.8
CUST028651,54,68417,Bronze,2.3,1000.87,13,76.99,5.7
CUST028652,37,65553,Free,2.1,203.16,3,67.72,1.4
CUST028653,46,63125,Free,4.4,307.05,5,61.41,1.1
CUST028654,34,56616,Silver,3.9,1600.56,24,66.69,6.2
CUST028655,27,34283,Free,4.5,289.6,5,57.92,1.1
CUST028656,58,108413,Gold,2.8,6162.5,34,181.25,12.1
CUST028657,39,56031,Gold,5.1,6535.18,67,97.54,13.1
CUST028658,23,70886,Free,5.7,708.08,8,88.51,1.4
CUST028659,60,117164,Platinum,1.0,5125.2,24,213.55,24.0
CUST028660,51,59424,Bronze,0.9,270.05,5,54.01,5.6
CUST028661,48,103134,Platinum,6.2,25949.0,100,259.49,16.1
CUST028662,72,152606,Platinum,0.8,4720.25,25,188.81,31.2
CUST028663,29,99563,Silver,3.2,2318.1,30,77.27,9.4
CUST028664,29,42704,Free,3.1,140.98,2,70.49,0.6
CUST028665,33,77516,Bronze,5.9,1101.09,17,64.77,2.9
CUST028666,42,81255,Silver,2.5,2087.82,21,99.42,8.4
CUST028667,39,74080,Free,3.1,720.16,8,90.02,2.6
CUST028668,44,94263,Gold,5.2,10114.96,59,171.44,11.3
CUST028669,41,116651,Gold,2.3,4038.12,27,149.56,11.7
CUST028670,29,60383,Gold,0.5,718.2,9,79.8,18.0
CUST028671,70,36737,Bronze,0.3,50.79,1,50.79,3.3
CUST028672,35,46927,Free,4.8,249.6,5,49.92,1.0
CUST028673,62,70377,Bronze,5.2,2311.68,24,96.32,4.6
CUST028674,64,80631,Silver,0.2,88.74,1,88.74,5.0
CUST028675,33,86017,Bronze,5.6,1465.74,17,86.22,3.0
CUST028676,21,20794,Free,3.3,197.2,5,39.44,1.5
CUST028677,29,47388,Free,0.3,68.79,1,68.79,3.3
CUST028678,66,86469,Bronze,3.7,1156.51,17,68.03,4.6
CUST028679,50,72401,Free,0.8,145.0,2,72.5,2.5
CUST028680,39,44715,Silver,2.2,1151.8,20,57.59,9.1
CUST028681,35,77712,Bronze,1.2,466.85,5,93.37,4.2
CUST028682,71,15148,Free,3.5,286.98,6,47.83,1.7
CUST028683,65,35958,Bronze,3.7,667.68,13,51.36,3.5
CUST028684,50,57362,Silver,5.9,2063.52,24,85.98,4.1
CUST028685,44,93511,Gold,1.0,2852.09,17,167.77,17.0
CUST028686,59,25429,Free,3.3,102.32,2,51.16,0.6
CUST028687,36,75066,Bronze,3.8,1095.68,16,68.48,4.2
CUST028688,65,61135,Gold,2.6,2147.75,25,85.91,9.6
CUST028689,31,43676,Free,0.7,57.82,1,57.82,1.4
CUST028690,42,57808,Free,5.5,249.72,4,62.43,0.7
CUST028691,51,95085,Bronze,3.2,1513.54,14,108.11,4.4
CUST028692,41,71517,Free,2.2,394.35,5,78.87,2.3
CUST028693,55,49811,Bronze,0.2,80.46,1,80.46,5.0
CUST028694,71,105699,Gold,5.9,8664.0,57,152.0,9.7
CUST028695,40,61674,Free,5.3,602.91,11,54.81,2.1
CUST028696,22,76207,Free,1.1,181.98,2,90.99,1.8
CUST028697,61,56131,Free,1.6,206.92,4,51.73,2.5
CUST028698,53,30134,Free,2.6,77.02,2,38.51,0.8
CUST028699,71,52862,Bronze,3.6,1481.94,18,82.33,5.0
CUST028700,41,55009,Free,3.1,301.55,5,60.31,1.6
CUST028701,53,95556,Gold,5.0,10556.28,63,167.56,12.6
CUST028702,22,55186,Silver,6.2,3478.83,61,57.03,9.8
CUST028703,56,67280,Free,2.7,322.48,4,80.62,1.5
CUST028704,23,15000,Free,0.7,38.97,1,38.97,1.4
CUST028705,62,34417,Free,5.8,305.13,7,43.59,1.2
CUST028706,53,64723,Free,5.5,580.8,8,72.6,1.5
CUST028707,62,35220,Free,5.7,677.27,11,61.57,1.9
CUST028708,21,43255,Bronze,2.9,1026.29,17,60.37,5.9
CUST028709,27,106386,Bronze,2.3,1073.0,10,107.3,4.3
CUST028710,69,140305,Platinum,6.2,29047.26,121,240.06,19.5
CUST028711,18,74418,Silver,4.6,4232.25,45,94.05,9.8
CUST028712,38,78182,Free,2.4,272.88,3,90.96,1.2
CUST028713,57,73154,Silver,0.8,527.94,6,87.99,7.5
CUST028714,56,20955,Free,1.8,54.71,1,54.71,0.6
CUST028715,54,54903,Free,0.6,73.94,1,73.94,1.7
CUST028716,20,71315,Bronze,5.2,2352.3,30,78.41,5.8
CUST028717,64,39681,Bronze,0.8,109.0,2,54.5,2.5
CUST028718,48,75734,Silver,0.4,161.48,2,80.74,5.0
CUST028719,44,97279,Silver,0.9,730.38,7,104.34,7.8
CUST028720,34,72885,Silver,5.9,4336.5,49,88.5,8.3
CUST028721,40,52176,Free,0.9,163.78,2,81.89,2.2
CUST028722,30,85005,Bronze,2.3,1073.4,12,89.45,5.2
CUST028723,64,174383,Platinum,2.5,12672.83,53,239.11,21.2
CUST028724,44,59405,Silver,0.4,147.8,2,73.9,5.0
CUST028725,68,78682,Bronze,3.8,1020.0,16,63.75,4.2
CUST028726,37,106453,Platinum,6.3,40527.76,152,266.63,24.1
CUST028727,63,64640,Free,3.6,275.8,5,55.16,1.4
CUST028728,70,56288,Free,0.7,52.34,1,52.34,1.4
CUST028729,30,43554,Silver,0.1,56.54,1,56.54,10.0
CUST028730,61,105820,Bronze,2.7,1619.8,13,124.6,4.8
CUST028731,41,25402,Free,3.1,163.83,3,54.61,1.0
CUST028732,72,31499,Free,4.0,140.61,3,46.87,0.8
CUST028733,58,35167,Free,4.6,432.18,9,48.02,2.0
CUST028734,20,79167,Bronze,3.0,1547.25,15,103.15,5.0
CUST028735,60,51388,Free,2.8,609.52,8,76.19,2.9
CUST028736,27,53857,Free,1.7,267.32,4,66.83,2.4
CUST028737,18,71183,Free,2.3,562.52,7,80.36,3.0
CUST028738,66,27954,Free,0.5,61.96,1,61.96,2.0
CUST028739,75,69674,Free,0.9,171.32,2,85.66,2.2
CUST028740,30,33249,Free,4.9,767.52,12,63.96,2.4
CUST028741,31,55701,Bronze,0.9,296.92,4,74.23,4.4
CUST028742,50,42300,Silver,2.8,1170.0,20,58.5,7.1
CUST028743,19,42739,Free,3.2,399.48,6,66.58,1.9
CUST028744,19,92984,Bronze,0.1,113.41,1,113.41,10.0
CUST028745,56,129380,Gold,4.9,10078.32,56,179.97,11.4
CUST028746,58,48257,Free,3.4,318.3,5,63.66,1.5
CUST028747,73,85177,Platinum,0.4,1636.36,11,148.76,27.5
CUST028748,48,35249,Free,3.0,188.22,3,62.74,1.0
CUST028749,21,34468,Free,0.5,61.39,1,61.39,2.0
CUST028750,51,24959,Free,5.1,468.0,13,36.0,2.5
CUST028751,36,50083,Bronze,5.6,1971.6,24,82.15,4.3
CUST028752,75,53405,Free,4.0,507.6,6,84.6,1.5
CUST028753,54,58346,Bronze,6.0,2854.83,33,86.51,5.5
CUST028754,26,96526,Gold,4.7,12093.63,69,175.27,14.7
CUST028755,41,42758,Free,5.1,1004.77,13,77.29,2.5
CUST028756,30,89801,Gold,2.6,5013.32,31,161.72,11.9
CUST028757,61,68299,Free,0.3,79.53,1,79.53,3.3
CUST028758,47,69208,Silver,1.5,469.74,6,78.29,4.0
CUST028759,36,100542,Gold,4.0,4698.75,35,134.25,8.8
CUST028760,58,29289,Free,0.7,81.52,2,40.76,2.9
CUST028761,27,79986,Bronze,3.7,913.38,13,70.26,3.5
CUST028762,68,52090,Free,6.0,1387.03,17,81.59,2.8
CUST028763,59,36742,Free,4.0,384.12,9,42.68,2.2
CUST028764,61,57092,Silver,5.9,4020.75,45,89.35,7.6
CUST028765,31,34473,Bronze,1.8,415.73,7,59.39,3.9
CUST028766,57,91897,Silver,0.3,298.8,3,99.6,10.0
CUST028767,65,37652,Bronze,5.8,1429.12,29,49.28,5.0
CUST028768,66,54793,Free,6.3,656.6,10,65.66,1.6
CUST028769,37,80134,Bronze,4.3,936.04,14,66.86,3.3
CUST028770,21,33523,Free,4.7,596.97,9,66.33,1.9
CUST028771,55,63116,Free,4.5,838.08,9,93.12,2.0
CUST028772,61,54130,Free,6.1,682.8,12,56.9,2.0
CUST028773,67,57128,Silver,0.2,80.54,1,80.54,5.0
CUST028774,56,41704,Free,0.7,73.19,1,73.19,1.4
CUST028775,22,47360,Free,2.7,433.72,7,61.96,2.6
CUST028776,59,60782,Free,4.8,968.55,11,88.05,2.3
CUST028777,49,30975,Bronze,3.2,464.8,10,46.48,3.1
CUST028778,23,32421,Free,6.1,817.05,13,62.85,2.1
CUST028779,31,50251,Free,0.7,97.88,2,48.94,2.9
CUST028780,23,58769,Free,4.9,636.0,12,53.0,2.4
CUST028781,31,75390,Bronze,0.3,149.9,2,74.95,6.7
CUST028782,29,57328,Bronze,3.1,754.38,11,68.58,3.5
CUST028783,44,40944,Free,5.4,620.9,10,62.09,1.9
CUST028784,71,54588,Free,5.5,356.1,6,59.35,1.1
CUST028785,43,78960,Silver,3.1,1697.92,16,106.12,5.2
CUST028786,29,83396,Bronze,5.7,2202.12,27,81.56,4.7
CUST028787,25,52382,Bronze,0.6,171.82,2,85.91,3.3
CUST028788,27,50164,Bronze,3.8,1033.8,15,68.92,3.9
CUST028789,33,76705,Free,5.2,440.23,7,62.89,1.3
CUST028790,69,40681,Free,0.9,65.46,1,65.46,1.1
CUST028791,43,66787,Bronze,5.5,1533.64,23,66.68,4.2
CUST028792,25,82426,Gold,6.5,9615.2,85,113.12,13.1
CUST028793,58,58410,Bronze,1.3,332.55,5,66.51,3.8
CUST028794,62,36063,Silver,6.4,2080.1,31,67.1,4.8
CUST028795,46,64837,Silver,1.6,1415.25,15,94.35,9.4
CUST028796,37,57003,Bronze,0.6,59.8,1,59.8,1.7
CUST028797,34,104092,Gold,1.6,2852.75,25,114.11,15.6
CUST028798,36,125613,Platinum,4.2,28484.82,91,313.02,21.7
CUST028799,34,38761,Bronze,6.1,2277.66,34,66.99,5.6
CUST028800,56,49965,Bronze,3.1,775.44,12,64.62,3.9
CUST028801,18,88072,Silver,2.5,1602.18,23,69.66,9.2
CUST028802,69,47882,Bronze,2.1,384.2,5,76.84,2.4
CUST028803,46,92266,Bronze,2.1,1123.4,10,112.34,4.8
CUST028804,31,104079,Gold,4.3,9349.02,54,173.13,12.6
CUST028805,34,66083,Bronze,0.2,93.81,1,93.81,5.0
CUST028806,30,83691,Bronze,5.5,2298.88,32,71.84,5.8
CUST028807,46,46011,Free,2.3,172.29,3,57.43,1.3
CUST028808,51,89787,Silver,5.3,3157.9,46,68.65,8.7
CUST028809,44,98701,Gold,4.8,8756.48,64,136.82,13.3
CUST028810,63,79481,Bronze,3.1,1143.12,11,103.92,3.5
CUST028811,50,94600,Gold,4.1,5205.25,47,110.75,11.5
CUST028812,46,58040,Free,3.8,266.13,3,88.71,0.8
CUST028813,54,79482,Free,4.3,1208.16,12,100.68,2.8
CUST028814,56,36957,Bronze,5.7,973.42,14,69.53,2.5
CUST028815,36,49175,Free,4.5,236.44,4,59.11,0.9
CUST028816,63,45109,Free,4.4,557.3,10,55.73,2.3
CUST028817,41,27462,Free,2.9,422.28,9,46.92,3.1
CUST028818,31,65489,Bronze,2.5,802.7,10,80.27,4.0
CUST028819,64,45462,Gold,4.0,3703.92,33,112.24,8.2
CUST028820,54,30189,Free,0.1,55.09,1,55.09,10.0
CUST028821,22,79607,Free,1.1,147.06,2,73.53,1.8
CUST028822,70,90948,Platinum,2.4,14590.26,82,177.93,34.2
CUST028823,41,103752,Gold,1.2,2023.01,11,183.91,9.2
CUST028824,51,63054,Gold,5.1,7202.73,87,82.79,17.1
CUST028825,67,39600,Free,2.5,216.42,3,72.14,1.2
CUST028826,48,37978,Bronze,5.6,573.98,11,52.18,2.0
CUST028827,47,51670,Free,6.4,226.28,4,56.57,0.6
CUST028828,73,65438,Silver,5.7,2757.3,42,65.65,7.4
CUST028829,26,75819,Bronze,2.6,1002.45,15,66.83,5.8
CUST028830,44,29908,Bronze,5.8,908.2,20,45.41,3.4
CUST028831,45,78620,Bronze,2.4,869.58,9,96.62,3.8
CUST028832,59,31093,Gold,3.8,4188.41,59,70.99,15.5
CUST028833,43,53727,Free,6.2,637.9,10,63.79,1.6
CUST028834,35,52356,Free,6.0,939.76,17,55.28,2.8
CUST028835,53,110254,Gold,2.7,8432.16,48,175.67,17.8
CUST028836,25,47570,Silver,0.9,384.02,7,54.86,7.8
CUST028837,35,42873,Free,5.5,192.42,3,64.14,0.5
CUST028838,37,69848,Free,4.6,251.44,4,62.86,0.9
CUST028839,75,49568,Free,4.2,156.3,3,52.1,0.7
CUST028840,49,74088,Bronze,3.3,1667.2,16,104.2,4.8
CUST028841,46,22998,Free,1.4,48.33,1,48.33,0.7
CUST028842,66,48994,Gold,1.8,2601.3,23,113.1,12.8
CUST028843,65,67356,Bronze,1.4,391.32,4,97.83,2.9
CUST028844,35,36406,Gold,3.7,4209.6,60,70.16,16.2
CUST028845,24,31531,Free,2.1,133.59,3,44.53,1.4
CUST028846,18,62140,Free,1.4,285.6,4,71.4,2.9
CUST028847,45,81314,Gold,5.5,9985.01,67,149.03,12.2
CUST028848,50,62706,Free,3.7,889.9,10,88.99,2.7
CUST028849,67,38125,Free,3.3,407.4,6,67.9,1.8
CUST028850,21,70989,Bronze,1.1,405.05,5,81.01,4.5
CUST028851,72,17566,Bronze,3.2,248.99,7,35.57,2.2
CUST028852,37,56246,Free,3.1,482.34,6,80.39,1.9
CUST028853,70,80966,Bronze,6.2,3457.28,32,108.04,5.2
CUST028854,69,44280,Free,5.7,772.7,10,77.27,1.8
CUST028855,53,43097,Free,6.1,309.6,6,51.6,1.0
CUST028856,74,115890,Platinum,1.3,6449.82,39,165.38,30.0
CUST028857,48,51075,Free,0.7,103.5,2,51.75,2.9
CUST028858,55,87548,Silver,0.8,715.76,8,89.47,10.0
CUST028859,45,60274,Bronze,0.6,181.56,3,60.52,5.0
CUST028860,20,33239,Free,2.9,385.02,6,64.17,2.1
CUST028861,23,62748,Silver,0.3,167.06,2,83.53,6.7
CUST028862,62,23654,Bronze,0.7,132.81,3,44.27,4.3
CUST028863,40,37330,Bronze,4.9,856.8,20,42.84,4.1
CUST028864,24,55159,Free,1.2,216.27,3,72.09,2.5
CUST028865,73,24249,Free,1.5,153.72,3,51.24,2.0
CUST028866,53,80072,Silver,1.4,818.08,8,102.26,5.7
CUST028867,18,65711,Silver,4.0,3151.34,38,82.93,9.5
CUST028868,23,43650,Silver,0.6,238.85,5,47.77,8.3
CUST028869,41,15000,Free,5.3,462.66,11,42.06,2.1
CUST028870,54,40125,Free,3.7,374.95,5,74.99,1.4
CUST028871,62,139760,Platinum,0.1,797.4,3,265.8,30.0
CUST028872,68,94802,Free,6.2,385.8,5,77.16,0.8
CUST028873,53,51732,Free,0.3,79.06,1,79.06,3.3
CUST028874,41,66627,Silver,2.5,1138.05,15,75.87,6.0
CUST028875,55,55939,Free,1.2,150.02,2,75.01,1.7
CUST028876,62,51184,Free,3.6,429.12,6,71.52,1.7
CUST028877,46,74310,Free,3.0,160.26,2,80.13,0.7
CUST028878,54,44613,Free,4.5,742.08,12,61.84,2.7
CUST028879,62,62312,Free,5.1,822.78,9,91.42,1.8
CUST028880,49,67769,Bronze,4.1,1247.4,15,83.16,3.7
CUST028881,42,50542,Free,3.1,319.9,5,63.98,1.6
CUST028882,27,48409,Free,4.9,459.06,7,65.58,1.4
CUST028883,52,55957,Gold,5.5,5009.76,49,102.24,8.9
CUST028884,72,120842,Gold,2.7,4607.64,36,127.99,13.3
CUST028885,42,75065,Gold,2.5,3570.96,24,148.79,9.6
CUST028886,44,84536,Silver,0.4,318.12,3,106.04,7.5
CUST028887,62,49896,Silver,0.2,82.04,1,82.04,5.0
CUST028888,49,36956,Free,5.8,530.16,8,66.27,1.4
CUST028889,29,32652,Free,5.9,723.6,18,40.2,3.1
CUST028890,21,20991,Free,4.0,151.38,3,50.46,0.8
CUST028891,59,160209,Platinum,3.6,37484.72,104,360.43,28.9
CUST028892,43,60356,Bronze,6.1,2043.16,28,72.97,4.6
CUST028893,20,125968,Platinum,5.4,24022.6,140,171.59,25.9
CUST028894,34,50672,Free,6.3,612.54,9,68.06,1.4
CUST028895,26,65610,Bronze,0.7,61.68,1,61.68,1.4
CUST028896,46,60104,Silver,6.5,2877.68,52,55.34,8.0
CUST028897,18,27607,Free,2.4,114.14,2,57.07,0.8
CUST028898,35,78428,Silver,3.6,2358.72,36,65.52,10.0
CUST028899,58,65900,Free,0.9,76.76,1,76.76,1.1
CUST028900,70,32177,Free,3.8,169.16,4,42.29,1.1
CUST028901,37,31414,Silver,1.6,602.91,11,54.81,6.9
CUST028902,74,61107,Bronze,5.0,2540.44,28,90.73,5.6
CUST028903,58,96676,Gold,2.0,3206.64,24,133.61,12.0
CUST028904,51,54013,Free,2.0,377.5,5,75.5,2.5
CUST028905,68,63618,Free,3.8,461.86,7,65.98,1.8
CUST028906,45,32424,Free,3.3,122.22,3,40.74,0.9
CUST028907,65,132122,Gold,2.9,6806.0,50,136.12,17.2
CUST028908,52,117060,Gold,1.7,4296.35,29,148.15,17.1
CUST028909,33,39871,Free,2.0,123.06,2,61.53,1.0
CUST028910,38,71690,Silver,3.2,1252.8,16,78.3,5.0
CUST028911,30,44095,Free,3.6,467.52,6,77.92,1.7
CUST028912,52,34345,Free,1.2,94.32,2,47.16,1.7
CUST028913,59,107361,Gold,2.2,5047.35,35,144.21,15.9
CUST028914,71,79423,Gold,5.7,5861.78,46,127.43,8.1
CUST028915,49,38455,Free,1.2,157.26,3,52.42,2.5
CUST028916,67,50056,Free,2.0,65.24,1,65.24,0.5
CUST028917,55,123181,Gold,0.5,847.1,5,169.42,10.0
CUST028918,23,29849,Free,0.9,108.3,2,54.15,2.2
CUST028919,67,80507,Gold,0.8,1858.09,13,142.93,16.2
CUST028920,55,42364,Bronze,2.9,409.95,9,45.55,3.1
CUST028921,55,52363,Silver,2.6,1006.74,14,71.91,5.4
CUST028922,71,61081,Bronze,1.1,236.19,3,78.73,2.7
CUST028923,30,53111,Bronze,0.5,156.28,2,78.14,4.0
CUST028924,63,35535,Free,6.4,376.18,7,53.74,1.1
CUST028925,70,31086,Free,1.1,63.1,1,63.1,0.9
CUST028926,56,85150,Bronze,4.2,2326.94,22,105.77,5.2
CUST028927,30,67321,Bronze,5.8,1513.25,25,60.53,4.3
CUST028928,64,98888,Bronze,1.7,441.44,4,110.36,2.4
CUST028929,29,36785,Free,5.4,290.3,5,58.06,0.9
CUST028930,70,80420,Bronze,2.9,465.6,6,77.6,2.1
CUST028931,50,65023,Free,0.1,84.61,1,84.61,10.0
CUST028932,45,30865,Free,3.2,404.4,8,50.55,2.5
CUST028933,74,219166,Platinum,1.4,19450.2,42,463.1,30.0
CUST028934,20,45292,Silver,0.5,201.9,3,67.3,6.0
CUST028935,35,81171,Bronze,0.9,501.9,5,100.38,5.6
CUST028936,43,40054,Bronze,6.3,1105.5,22,50.25,3.5
CUST028937,71,67866,Bronze,2.2,712.88,8,89.11,3.6
CUST028938,57,105041,Gold,5.7,7762.92,66,117.62,11.6
CUST028939,19,66454,Silver,1.4,941.6,11,85.6,7.9
CUST028940,21,75786,Free,0.4,67.58,1,67.58,2.5
CUST028941,67,36286,Free,5.9,311.85,7,44.55,1.2
CUST028942,45,45591,Free,6.4,943.44,12,78.62,1.9
